GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRFIS,G18USSDRAY,G18USSLSCH,G18GOVRRIC,G18GOVDKRI,G18SOSREVN,G18SOSDDAN,G18TRERMUR,G18ATGRPET,G18AUDRJAN,G18AUDDSKI
3113900006P,31,139,00006P,270,27,8,275,28,257,32,268,269,243,42
3113900007P,31,139,00007P,496.73405925914665,96.98870371160056,23.00442771639202,509.73958634669464,115.99167401189567,480.71558183103036,102.01028761254776,534.6261699861788,533.6408248515824,451.67892955163734,116.00748371655652
3114100001P,31,141,00001P,133,20,1,137,18,124,18,129,127,121,15
3114100003P,31,141,00003P,228,14,5,224,19,210,16,204,204,199,19
3114100004P,31,141,00004P,57.57761194029851,5.174626865671642,2.3238805970149254,62.17910447761194,4.943283582089553,59.48507462686567,5.943283582089552,57.94776119402985,53.99402985074627,51.20746268656716,2.98955223880597
3114100005P,31,141,00005P,225.12145742888492,44.53838543876785,13.448311793965294,228.38076597625187,56.7840246269425,216.42784290782723,41.37325335268403,234.2159628185395,233.58853571634825,212.23439285095526,44.859098133645354
3114100006P,31,141,00006P,211.87854257111508,45.46161456123215,13.551688206034706,227.61923402374813,45.2159753730575,209.57215709217277,41.62674664731597,218.7840371814605,222.41146428365175,204.7656071490447,49.140901866354646
3114100007P,31,141,00007P,353,52,7,363,51,325,48,333,332,308,57
3114100009P,31,141,00009P,196.65,44.65,6.65,209,39.9,194.75,39.9,204.25,205.2,189.05,40.85
3114100010P,31,141,00010P,148,29,2,155,25,136,28,135,136,129,30
3114100011P,31,141,00011P,235,25,11,247,25,237,20,236,238,229,25
3114100012P,31,141,00012P,316.7723880597015,69.17537313432837,11.026119402985074,322.82089552238807,73.15671641791045,305.7649253731343,70.15671641791045,325.80223880597015,333.8059701492537,298.7425373134328,79.16044776119404
3114100013P,31,141,00013P,180,10,1,176,16,170,9,172,172,167,15
3114100015P,31,141,00015P,179,27,4,176,33,170,29,181,182,164,34
3114100016P,31,141,00016P,293.8757665887037,72.2479481589773,12.297734980207599,296.3877590119884,78.99510599236649,296.0583797052113,65.03926949717757,327.9471572623399,327.00144949019545,283.7404102234688,75.1582640677684
3114100018P,31,141,00018P,475,155,8,508,130,476,126.00000000000001,547,544,445,153
3114100019P,31,141,00019P,243.87728431336419,89.41208680049458,15.0294347714639,248.88382537368952,101.43498051163317,235.83149689108703,96.34667619724146,287.0375402913343,290.05062241198493,229.67778197344222,94.51347323553689
3114100020P,31,141,00020P,483,127,14,491,133,474,120,514,517,445,142
3114100021P,31,141,00021P,293,123,13,287,140,276,129,345,342,273,133
3114100022P,31,141,00022P,482.3458159606493,140.29542301575228,12.021101643982306,484.35050521486755,148.3118354055163,465.3129911811213,144.2485304735694,541.4607026889973,537.470081197434,433.20279370699143,170.3681064561358
3114100023P,31,141,00023P,239.50213675213675,89.20726495726495,13.02991452991453,248.5491452991453,90.18376068376068,239.52136752136752,82.18589743589743,277.6025641025641,276.60470085470087,227.48931623931625,93.2008547008547
3114100024P,31,141,00024P,142,76,15,135,96,130,97,182,182,122,100
3114100025P,31,141,00025P,257,80,15,268,87,255,87,296,292,242,89
3114100026P,31,141,00026P,260,90,18,268,101,270,92,308,308,259,96
3114100027P,31,141,00027P,365.7590966122961,112.00752823086574,16.85069008782936,368.732747804266,125.88456712672522,367.74153074027606,113.98996235884567,423.24968632371395,416.3111668757842,338.9962358845671,129.84943538268507
3114100028P,31,141,00028P,230,101,13,233,111,222,109,282,283,212,113
3114100029P,31,141,00029P,363.20257294797756,159.64254813863772,14.967150018119721,374.17765616865245,170.6182392950574,358.21425246483136,153.65542063966214,431.0510510651327,443.02348225584956,344.24481517820044,155.6520619741293
3114100030P,31,141,00030P,590.6454433425216,130.96335550592062,9.741591461497151,593.19274918029,138.3467926999551,576.6355183076828,110.80688878077405,641.5242866143252,645.133082165515,528.4226295068759,162.46103799788023
3114100041P,31,141,00041P,266,113,6,273,115,256,119,309,308,240,129
3114100042P,31,141,00042P,261.9159992663132,82.9733890805496,12.995832024664395,268.9137549719017,86.97210662660018,253.918564174212,90.97082417265077,294.9054190212305,292.90606024820516,240.9227321495476,98.96825926475192
3114100043P,31,141,00043P,430.0325239231336,120.25518006799038,16.354704489246693,443.5011040907485,127.95151159234176,427.14639960150186,112.558848543639,472.3623473070662,464.66601578271485,395.3990320635524,133.7237602356053
3114100044P,31,141,00044P,230.84336029290395,94.99527604354681,13.711845993074347,252.3107528844505,84.30110006604367,239.61949941270888,85.19768190054252,276.85924532329574,277.83333871761596,224.9042530740378,92.10474668465238
3114300002P,31,143,00002P,142.76129779837777,34.23290845886443,0.04866743916570104,138.83082271147163,38.205098493626885,134.76825028968713,35.21900347624565,162.86210892236386,160.85515643105447,131.69872537659327,32.2433371958285
3114300004P,31,143,00004P,218.23870220162226,66.76709154113557,13.951332560834299,238.1691772885284,58.794901506373115,220.23174971031287,62.78099652375435,247.13789107763614,245.14484356894553,200.30127462340673,69.7566628041715
3114300005P,31,143,00005P,294,86,15,308,85,308,74,340,337,300,72
3114300006P,31,143,00006P,299,120,14,309,124,301,105,344,345,273,124
3114300008P,31,143,00008P,308,61,12,322,53,314,56,338,344,306,55
3114300009P,31,143,00009P,312,80,16,334,79,304,77,347,354,293,79
3114500001P,31,145,00001P,290.99284332430574,35.87582999888701,13.95171166623384,295.97559749081785,45.84133833191118,296.97214832412027,33.88272833228218,309.9273091570517,307.93420749044685,287.0066399910961,41.855134998701516
3114500003P,31,145,00003P,343.87529188654287,55.48762260064177,13.235404014102924,371.02662303846614,40.57169546282138,356.95936474872246,39.52125174551362,370.16113961795355,371.1275104730817,346.841662741671,41.55488089038546
3114500004P,31,145,00004P,168.12470811345716,28.51237739935823,13.764595985897078,176.97337696153383,33.42830453717861,173.04063525127754,30.478748254486383,184.83886038204645,182.87248952691832,166.158337258329,32.44511910961454
3114500005P,31,145,00005P,160,38,2,167,38,165,31,173,171,158,35
3114500006P,31,145,00006P,122,20,4,127,19,127,13,133,130,121,18
3114500008P,31,145,00008P,305,76,11,321,72,317,64,356,350,297,87
3114500009P,31,145,00009P,256,59,10,255,70,254,56,286,285,238,67
3114500010P,31,145,00010P,266,74,10,268,81,271,70,305,301,248,88
3114500011P,31,145,00011P,271,57,17,283,66,283,50.99999999999999,309,302,269,61
3114500012P,31,145,00012P,212.00715667569423,64.12417000111299,7.048288333766162,217.02440250918215,65.15866166808881,219.02785167587973,59.11727166771782,245.0726908429483,237.06579250955315,219.9933600089039,58.144865001298484
3114500014P,31,145,00014P,202,71,17,214,74,215,73,250,250,206,73
3114500016P,31,145,00016P,279,60,13,282,72,292,58,304,304,269,68
3114500017P,31,145,00017P,175,57,8,183,51,175,57,198,197,168,61
3114700001P,31,147,00001P,108,47,3,118,41,111,38,129,127,100,44
3114700002P,31,147,00002P,91,43,3,93,45,93,37,114,115,83,46
3114700003P,31,147,00003P,127,44,1,128,45,118,39,128,128,110,43
3114700004P,31,147,00004P,58,29,4,61,31,59,28,68,69,50,34
3114700005P,31,147,00005P,110.34748896148184,42.79094123559608,4.263183400940518,120.64521484725563,38.742353806942596,113.47781527084753,42.83307606705675,130.8432350935133,127.82919014969306,111.46377032702732,42.78195785619413
3114700006P,31,147,00006P,95.49520766773162,25.33546325878594,6.82108626198083,105.23961661341852,22.41214057507987,99.39297124600638,25.33546325878594,110.11182108626198,110.11182108626198,99.39297124600638,23.38658146964856
3114700007P,31,147,00007P,59.157303370786515,8.873595505617978,5.915730337078651,62.11516853932584,10.845505617977528,61.12921348314606,11.831460674157302,67.04494382022472,66.05898876404494,60.14325842696629,11.831460674157302
