GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRFIS,G18USSDRAY,G18USSLSCH,G18GOVRRIC,G18GOVDKRI,G18SOSREVN,G18SOSDDAN,G18TRERMUR,G18ATGRPET,G18AUDRJAN,G18AUDDSKI
31055001-22,31,055,001-22,431.44700015318034,425.28305818938856,25.893830727018855,434.4221099083557,448.20070517905395,423.47578476314607,428.26031590892006,620.623479487798,613.6611510643385,399.5234752346317,447.2240376778222
31055001-23,31,055,001-23,347.25269499869853,511.09972064359977,30.84509649931318,350.84278240267304,538.6033745360089,339.28150616922034,536.3204917320571,554.2520277675769,550.9105851606729,315.6805650925269,539.0817631457969
31055001-24,31,055,001-24,293,455,31,298,477,291,462,494,494,273,484
31055001-25,31,055,001-25,222,412,34,228,439,222,436,413,416,221,430
31055001-26,31,055,001-26,201,650,18,201,665,194,651,404,395,175,658
31055001-27,31,055,001-27,477.64299933643,394.60185799601857,24.226940942269408,464.73855341738556,430.76907763769077,454.6191108161911,421.721300597213,650.0557398805574,648.9960185799602,438.4518911745189,433.6974120769741
31055001-28,31,055,001-28,380,453,40,396,475,374,464,592,597,369,466
31055001-29,31,055,001-29,368,421,32,370,449,357,440,583,576,352,432.99999999999994
31055001-30,31,055,001-30,405.3956000715494,459.1793117122132,31.4316093093511,422.60004658650513,479.45190706548755,413.3728837921098,464.37240008744925,611.7353768538211,618.8148838318594,383.0889302991157,480.7245024187619
31055001-31,31,055,001-31,383.9669476181935,482.2025164600273,18.921506855709275,388.3896491199161,497.8939707367009,379.5985416956504,486.58283193424097,568.5108698450235,558.7726954394643,346.9345923539112,510.06474536539696
31055002-01,31,055,002-01,178.56251415672284,424.8000945521187,29.47304314461692,193.7848277523225,438.1193247645546,182.45770456995658,442.41795921761144,355.4860887793517,351.6193527993268,180.33672424541774,445.4031982054277
31055002-02,31,055,002-02,165,458,32,168,485,163,485,333,339,163,482
31055002-03,31,055,002-03,224.45821831157926,620.4806085493717,24.938750283553325,230.44363056641248,641.4292008575992,208.4970605347425,642.4256009544418,431.94976357356865,434.9422944091408,207.49908281129993,636.4415910343641
31055002-04,31,055,002-04,86.68961531516814,453.8183040850193,18.884708133066216,92.68195248617835,472.62428681977246,85.72287464639777,477.57607826109387,243.3955125835103,254.2264734357669,78.80807984316827,477.59083927327754
31055002-05,31,055,002-05,67.68725896066312,357.2878682033519,19.293609904923336,79.17010608591875,364.0680543051004,63.76959877902684,377.58749720258953,209.43266992365733,207.56797723665773,61.855790924817576,377.58749720258953
31055002-06,31,055,002-06,91.43828641578796,422.4051274642378,15.9023106810066,102.37112500897999,426.38070513448946,93.42607525091378,427.37459955205236,244.49802672047647,250.46139322585395,86.46881432797339,432.34407163986697
31055002-07,31,055,002-07,97,496,12,88,514,82,521,226,225,82,521
31055002-08,31,055,002-08,52.65280755093801,431.1569523982471,15.895187185188833,54.63970594908661,446.0586903843616,50.6659091527894,449.03903798158456,204.65053500930622,214.58502700004925,42.71831556019499,451.02593637973314
31055002-09,31,055,002-09,26.19184361583772,499.114639856393,14.07412139702821,33.21364402672837,504.14516043163997,25.15260287623455,514.2062015821338,211.86329627126975,210.85457610691347,26.174403287125198,513.180041089065
31055002-10,31,055,002-10,58,495,10,70,488,52,505,231,227,49,507
31055002-11,31,055,002-11,110,662,17,122,668,101,682,344,343,103,675
31055002-12,31,055,002-12,157,635,30,168,652,155,656,406,406,145,665
31055002-13,31,055,002-13,41,375,11,43,382,32,389,176,178,33,386
31055002-14,31,055,002-14,161,605,51,179,636,170,634,404,406,157,628
31055002-15,31,055,002-15,59.99395011241559,628.6165342487639,21.08738022966291,62.037640227247046,645.6274567774717,54.103175399494226,648.4963864329774,254.66022436359526,252.66022436359526,54.91749241146054,647.7039144784267
31055002-16,31,055,002-16,75.59081892887504,514.2164919240578,24.865400963445733,76.58543496741287,534.1088126948143,69.62312269764806,537.0926608104279,266.5570983281383,270.5355624822896,69.62312269764806,537.0926608104279
31055002-17,31,055,002-17,119,485,26,122,500,120,501,308,316,113,502
31055002-18,31,055,002-18,90.05740914761057,146.6062700107912,7.926065260734633,94.01338804138639,147.60674560980547,99.94720795317703,135.73336748179196,150.4813542247024,150.47953661651297,83.13313776251998,154.52337122324988
31055002-19,31,055,002-19,87.96951760071994,406.53165329702523,19.551140951198093,88.3522827175138,416.74893859172136,76.95783760091562,432.00482778506824,224.53716698369797,230.5397763023454,76.81227509842802,432.0484572991051
31055002-20,31,055,002-20,63,440,14,65,452,57,458,226,219,53,457
31055002-21,31,055,002-21,43.80815638416228,482.885360143607,16.92587860297179,48.78635597327163,489.85483956836003,34.847397123765454,503.79379841786624,197.13670372873025,195.14542389308653,39.8255967128748,497.81995891093504
31055002-22,31,055,002-22,42,406,19,43,422,32,434,167,166,36,428
31055002-23,31,055,002-23,180.54178168842074,375.51939145062823,14.061249716446673,184.55636943358752,387.5707991424008,169.5029394652575,381.5743990455581,304.05023642643135,305.0577055908592,166.50091718870007,385.5584089656359
31055002-24,31,055,002-24,248,422,23,254,436,238,446,430,431,228,452
31055002-25,31,055,002-25,242.42332584254865,596.6440213456561,28.695137038514538,254.2948813396479,609.5090735790222,239.45251345866387,608.5217598975627,464.06333110751837,469.99957930589034,232.5243814948444,610.5008229302348
31055003-02,31,055,003-02,195,655,24,200,683,194,658,431,426,177,664
31055003-03,31,055,003-03,228,750,40,232,783,228,760,501,501,212,772
31055003-04,31,055,003-04,123,330,18,131,343,130,327,244,249,122,329
31055003-05,31,055,003-05,231.67036023850372,559.1555303494483,26.18042218604047,232.65290002695141,585.3417726060062,224.68200037953858,566.1613504199657,442.2417792782111,446.241779278211,221.57723911022478,567.1846307020354
31055003-06,31,055,003-06,158.3578218110988,564.5607038163871,38.12115354615672,156.3635367639537,597.6569849179084,158.32649394968067,577.6775852748028,398.30132308356406,388.32467653760216,159.32624712837142,567.6800534878955
31055003-07,31,055,003-07,264,816,46,249,874,254,837,584,587,245,836
31055003-08,31,055,003-08,334,616,42,334,654,345,611,590,597,322,640
31055003-09,31,055,003-09,373,759,48,390,783,381,747,659,657,355,771
31055003-10,31,055,003-10,194,360,23,208,367,195,363,333,330,180,370
31055003-11,31,055,003-11,119,257,24,126,274,118,271,238,240,121,274
31055003-12,31,055,003-12,318,515,33,332,536,308,532,504,508,301,538
31055003-13,31,055,003-13,269,575,37,256,616,265,596,500,513,253,601
31055003-14,31,055,003-14,419,613,37,410,656,406,612,674,681,395,629
31055003-15,31,055,003-15,344,716,41,351,756,350,718,623,624,324,732
31055003-16,31,055,003-16,248,628,41,251,671,249,650,530,529,238,648
31055003-17,31,055,003-17,254,494,44,270,524,262,505,485,488,247,514
31055003-18,31,055,003-18,145,667,25,152,683,154,669,408,409,150,664
31055003-19,31,055,003-19,239,705,34,250,726,234,727,517,515,217,730
31055003-20,31,055,003-20,408,870,33,422,899,425,850,709,700,374,890
31055003-21,31,055,003-21,285.32963976149625,709.8444696505517,30.81957781395953,282.3470999730486,741.6582273939938,287.3179996204614,710.8386495800343,553.7582207217889,553.7582207217889,269.42276088977525,714.8153692979646
31055003-22,31,055,003-22,128,310,21,145,315,136,314,253,256,128,322
31055003-23,31,055,003-23,474,526,18,477,538,461,516,651,657,428,538
31055003-24,31,055,003-24,334.6022684742275,519.2788914303294,20.850586462785692,330.63072819560165,545.0939032413974,309.780141732816,528.2148570572375,531.1935122662069,538.1437077538021,303.8228313148772,528.2148570572375
31055003-25,31,055,003-25,368.7393520317079,430.98180020074295,29.23508929151648,371.56855422120947,457.38768730275785,361.19481285970363,434.7540697867451,565.840437900319,566.7835052968195,333.8458583611882,458.3307546992584
31055003-26,31,055,003-26,384,541,36,381,586,368,555,618,612,347,577
31055004-01,31,055,004-01,114,225,18,122,234,115,240,224,219,97,251
31055004-02,31,055,004-02,256,336,31,257,359,253,360,414,418,240,370
31055004-03,31,055,004-03,143.85215671403262,440.6410722531856,37.279455086460985,143.00165311167788,476.7754300625956,128.842236544439,478.8024300468768,353.6139468245982,365.592984557006,122.80276990339652,483.78258970768957
31055004-04,31,055,004-04,304.15804002760524,473.6887508626639,31.911663216011043,312.135955831608,492.6363008971705,307.1497584541063,482.663906142167,539.5065562456866,538.5093167701864,296.1801242236025,488.6473429951691
31055004-05,31,055,004-05,546,575,41,551,615,533,585,796,801,526,603
31055004-06,31,055,004-06,267.885540492131,501.7856019666036,32.98590610537434,287.8769987378124,513.7804769140124,246.89450933416552,540.7689455456824,504.7843207034558,503.78474779117175,241.89664477274516,535.771080984262
31055004-07,31,055,004-07,234.1766622351814,321.5152454263164,23.13107657384509,247.1992419110063,331.62799454378944,241.17237270031566,328.57401561175664,411.98445740634196,409.99338893296357,232.12344419004825,335.5952767090209
31055004-08,31,055,004-08,393,427,35,394,457,395,432,588,584,367,452
31055004-09,31,055,004-09,134,272,20,147,280,130,290,277,280,122.00000000000001,296
31055004-10,31,055,004-10,165,413,19,167,430,148,441,351,359,144,440
31055004-11,31,055,004-11,374,414,25,389,421,350,443,574,577,335,451
31055004-12,31,055,004-12,386,381,29,398,394,380,391,558,564,359,409
31055004-13,31,055,004-13,288,401,41,298,431,287,431,483,473,265,443
31055004-14,31,055,004-14,110.63120285324545,255.7343173985932,20.977977954360846,124.57959242190182,264.72238041957297,108.66689731256211,270.7027606227434,232.45384138988325,230.53035218705614,107.62935094084416,266.7974731630089
31055004-15,31,055,004-15,199,481,40,214,505,200,504,414,421,196,511
31055004-16,31,055,004-16,310,493,44,321,526,313,504,526,524,297,518
31055004-17,31,055,004-17,225.9377972726876,276.69915260707995,24.88301732078057,228.92375935118127,299.5915285421981,226.93311796551882,285.65703884256095,376.2312218902022,378.2218632758647,216.9799110372066,290.6336423067171
31055004-18,31,055,004-18,109.35860040511668,351.93585948555733,28.830903743167124,122.28279863481228,363.86588862066094,112.34110768889259,369.83090318821274,268.42565553983184,278.36734648575157,104.38775493215682,379.7725941341325
31055004-19,31,055,004-19,321.0726091204832,378.9529239747821,38.288618653172186,343.4961495071511,391.1062223605904,330.32946238451086,390.1211486207549,520.4783677568083,528.8844505565171,322.80395295533674,393.93445305231313
31055004-20,31,055,004-20,461.60550458715596,377,12.128440366972477,451.73853211009174,398.4633027522936,439.4724770642202,373.4678899082569,608.9678899082569,605.302752293578,414.0733944954128,390.8669724770642
31055004-21,31,055,004-21,301.66166632715186,496.13782330173717,42.33801469090376,308.7180021089692,536.430769367187,308.6053305453346,513.9575487999218,553.7573574107552,553.7686245671186,299.8729653817098,516.5997767126389
31055005-01,31,055,005-01,464.7271346281344,541.3226644692757,40.29145384837293,483.6485460914614,566.7520715342703,462.73196253512964,553.0790854599702,730.8652558664896,727.8708291661296,436.05517315647984,561.5844779024465
31055005-02,31,055,005-02,546.8081654454022,599.93531652603,26.561464957889836,543.9045776958286,634.3015335289317,546.8114036340417,584.3006492973009,809.0108848591311,809.008079384695,494.830568564417,621.5405260576262
31055005-03,31,055,005-03,602,526,32,598,557,597,514,836,831,551,551
31055005-05,31,055,005-05,332.29307301743154,363.940032352425,21.75728454280802,346.1386177264912,371.85177218617343,330.3151380589945,366.9069347900807,489.5389022131804,494.4837396092732,321.41443074602756,375.8076421030476
31055005-06,31,055,005-06,297,328,35,326,335,308,331,466,469,296,342
31055005-07,31,055,005-07,580.0013974498312,554.5932538092648,46.23458575541846,608.6953787225983,567.2160049017385,571.5312671584128,574.454733107308,853.0774527649153,852.1791424408739,551.470577692474,584.1857187593369
31055005-09,31,055,005-09,675.965097132398,454.2960272078367,29.90891388506559,681.0167926025673,480.1265454303714,670.9134016622287,438.4454356376558,861.2275132166261,862.2702616862559,606.5300190558678,494.9575380849195
31055005-10,31,055,005-10,472.89002383285595,439.37182601885473,38.189058595705816,486.8556495427277,461.5780717596247,482.7410685756332,442.4634907925303,695.9155234883511,698.9613558751889,462.5863842700557,461.6296331948172
31055005-11,31,055,005-11,562,504,46,579,525,559,514,828,827,535,525
31055005-12,31,055,005-12,476.87489739089864,463.54694122976866,50.40260057312837,512.0761976774628,482.7370581670793,497.88608074015224,463.435107737233,718.2569507819082,717.391150972951,479.248629832699,478.91599175513636
31055005-13,31,055,005-13,884.703992324729,498.44589163159355,36.24671726318752,902.9477127673438,515.4602736958421,886.0077349922392,487.8515949402721,1098.6972339423662,1110.5799631982743,828.3643277476465,531.4103767919745
31055005-14,31,055,005-14,720.4375350676721,499.21609212705107,32.207600618559525,728.82750810833,521.1813323662639,722.2696207901688,497.2711535040302,965.5087309950324,961.0416569731639,672.2820740902932,530.7211145019364
31055005-15,31,055,005-15,649.5911918872032,405.62436731785846,30.745544597843164,660.5343198457683,426.6835049543963,640.7319032064903,393.85412107870104,826.1888596266734,822.9185628396419,588.0298392034366,434.2158091497692
31055005-16,31,055,005-16,521,384,26,532,403,519,383,676,676,487,398
31055005-17,31,055,005-17,669,365,36,695,372,679,344,830,829,622,405
31055005-18,31,055,005-18,633,487,40,638,514,621,502,859,876,592,522
31055005-19,31,055,005-19,484.515306122449,359.15816326530614,18.903061224489797,498.4438775510204,361.1479591836735,484.515306122449,345.2295918367347,655.6377551020408,655.6377551020408,460.6377551020408,359.15816326530614
31055005-23,31,055,005-23,485.3815260767768,547.9047491832191,36.48393437714249,481.23376543028957,592.5826819623387,487.30832193794055,553.5339207532738,721.3600656118492,725.319396264332,460.039346487028,570.614476338915
31055005-24,31,055,005-24,466.37323654045014,441.5661494904262,31.753071424030647,480.26520528846356,457.4426852024415,452.4812677924367,437.59701556242237,641.0151293726187,647.9611137466254,437.59701556242237,457.4426852024415
31055005-25,31,055,005-25,675.109976167144,411.62817398114527,32.81094140429419,669.1443504572724,447.4219282403753,649.2589314243668,427.5365092074697,853.0844765116489,861.0386441248111,622.4136157299442,456.37036680518275
31055005-26,31,055,005-26,313.83116883116884,260.35714285714283,10.519480519480519,314.7077922077922,270.87662337662334,299.8051948051948,262.987012987013,433.92857142857144,431.2987012987013,287.53246753246754,273.5064935064935
31055005-27,31,055,005-27,462.07904642409034,267.76411543287327,19.524466750313675,464.8682559598494,288.21831869510663,448.13299874529486,279.8506900878294,578.2961104140527,586.66373902133,422.1003764115433,297.51568381430366
31055005-28,31,055,005-28,448.99999999999994,404,33,477,410,461,395,629,632,439,407
31055005-30,31,055,005-30,636.98707068044,401.2189264421044,23.279769657964483,640.1885048341743,423.26368958737874,628.0430246120328,390.03987386100715,795.9790306451471,792.9678398588285,578.6065839456082,415.35321587792737
31055005-31,31,055,005-31,613.3894731222975,422.9933806651364,34.34981049484866,636.9436288901937,433.7890353920888,630.073666791224,385.6993006993007,792.0084876955106,792.9899108525062,562.3554689585224,440.6589974910586
31055005-32,31,055,005-32,353.3834995469158,218.89371625478248,11.130188962107583,349.6734365595466,230.95142096373235,343.18082633165045,215.18365326741326,446.1350742311456,444.28004273746103,321.84796415427763,230.02390521689006
31055005-33,31,055,005-33,113,138,14,115,152,114,141,187,184,116,143
31055005-34,31,055,005-34,189,165,13,190,177,193,160,257,261,180,167
31055005-35,31,055,005-35,700.484693877551,486.84183673469386,29.096938775510203,687.5561224489795,529.8520408163265,679.484693877551,488.7704081632653,900.3622448979592,893.3622448979592,624.3622448979592,536.8418367346939
31055006-02,31,055,006-02,607.4154730098139,425.15880122792845,24.232829635747244,598.4682397174205,457.39740596225215,596.3410850777659,417.8358791151476,740.9326682047049,742.9448871963499,526.869245520009,474.2929465292173
31055006-03,31,055,006-03,556.8075671066009,456.9882373513489,17.89707521367798,559.6989165873554,475.93649526026763,550.8118317785558,434.302289926566,740.4360921520018,741.4463063152164,513.0873837952283,469.98992217065387
31055006-04,31,055,006-04,561.4375517323743,512.9874686663397,32.25913873498965,555.328440686063,543.3557184476408,564.3011629244851,495.9601909047619,743.5788560162363,738.619772658603,509.8510798584504,531.3011629244851
31055006-07,31,055,006-07,451.6415306803931,543.5685678985262,26.9785870096695,450.64232375410904,565.5511202767755,458.63597916438147,526.5820501516973,664.4726059788969,661.4749852000448,400.6819774399063,560.5550856453551
31055006-08,31,055,006-08,637.2874553880473,568.1312476993576,26.67810543468703,626.4192288061253,606.6658154919705,631.3595792522024,548.3716211306389,819.0930145508376,816.1292540044741,557.2581096876373,615.5565053925312
31055006-09,31,055,006-09,603.1541877812462,518.1374542235916,21.006454372238213,600.1515582221862,534.1467772057134,605.1527534763044,494.13267320711884,804.1981731327955,810.1974559803245,539.1348246645316,540.1489286631262
31055006-10,31,055,006-10,600,582,29,602,606,594,575,866,869,561,596
31055006-11,31,055,006-11,590,578,47,606,610,598,591,886,878,558,608
31055006-12,31,055,006-12,389.36929734121514,397.34491919090203,31.947813183085355,399.35746930220023,414.31336756768013,380.38515021963536,410.32427080498314,585.0465590402778,590.0358231288195,370.3998713938207,413.32091526895675
31055006-13,31,055,006-13,617.6293052089536,556.0618269998333,50.817601061496184,646.9471519752015,581.4706275305814,641.0835826219519,549.2209960877088,907.8759881948068,911.7850344303066,596.1295509137053,580.4933659717065
31055006-14,31,055,006-14,562.125480094089,508.5994101207291,48.010034987937146,570.5017317960264,549.152532570966,551.9105500636773,531.8383872861656,783.3289752419171,772.2969052710716,525.3008139127023,550.1229713471047
31055006-15,31,055,006-15,570,375,24,573,395,565,362,728,731,502,412
31055006-16,31,055,006-16,639,428,29,644,449,646,402,832,825,583,445
31055006-17,31,055,006-17,512.7845304826445,317.74609776707393,25.867003440709293,525.1487558407977,328.44610583499366,510.5366101842466,307.20660802639946,640.5428858471822,650.0021931642701,478.7430300597739,324.7966346000363
31055006-18,31,055,006-18,143,121,9,143,129,140,121,188,187,137,124
31055006-19,31,055,006-19,700.3548653198637,458.0610121580114,32.6004022884969,711.7308875428151,478.2650310150267,680.6074728064596,466.83814751914633,907.003560667674,913.0748113125123,652.0371560784291,481.02192456002274
31055006-20,31,055,006-20,610.6529735804434,436.9421971799967,29.399763711744892,627.2770066909059,448.73827054533797,616.4003107604336,430.1649695965052,791.0053480119692,794.9340235892456,588.969908154083,439.9816352229402
31055006-21,31,055,006-21,779.5469601444216,355.46628554679165,33.07692832789111,770.5732327841584,396.5087085748446,772.5226820732996,340.4245973598073,936.0407259111051,937.009474907428,716.1997187380276,404.6241757708546
31055006-22,31,055,006-22,823.360254520176,363.1776330556272,21.66786091865551,837.538210443181,374.3554358327938,819.5854094688189,339.67965946818646,971.7917086806434,987.7026455123729,740.4961937943361,396.05045891422657
31055006-23,31,055,006-23,581.9741685889898,294.17882635900327,25.883096677426494,571.7032788808341,327.1543638303683,564.5989158689275,294.5549143389546,712.9799502697081,709.3017490974436,521.121204807359,334.25868762092455
31055006-24,31,055,006-24,650.9267422987526,336.33004290661563,34.28808984010635,657.9742916581725,367.5064104280804,630.8036857204846,338.43881615504336,791.7408099560123,811.6734238114626,601.5700959274652,362.6254086211002
31055006-25,31,055,006-25,518,472,14,512,497,525,439,682,681,454,500
31055006-26,31,055,006-26,461.69501884435306,429.4154942217606,18.585180843310823,453.8696795419064,455.82601436751804,451.9133447162947,427.4591593961489,615.2673026548688,618.2018048932863,419.63382009370224,451.9133447162947
31055006-27,31,055,006-27,479.6583794940646,503.73930836892765,21.914324245697827,489.8007175831888,516.5184094558448,469.0250454074804,498.0310731560174,683.9660498334741,690.0727869493784,445.3313103239346,508.45438824350407
31055006-28,31,055,006-28,610,484,37,617,517,602,490,823,828,573,502
31055006-29,31,055,006-29,567.2154695173554,329.25390223292607,18.132996559290707,569.8512441592023,347.55389416500634,543.4633898157533,321.7933919736005,679.4571141528177,677.9978068357299,509.2569699402261,357.2033653999636
31055006-30,31,055,006-30,427.49334975195944,176.44530664306245,9.132045331910758,430.5080276515385,181.54148299161344,424.37110207850156,171.49581634980083,486.50729306348364,482.63766827611846,385.18028938397396,195.68169303890159
31055006-31,31,055,006-31,729.5884110299202,393.2611600369931,18.09697894600449,746.6616283539832,390.664032719491,734.4085926427334,371.843049476149,890.5586051586386,890.7900871144328,677.3665020220236,400.5086680421645
31055006-32,31,055,006-32,953.104780568276,414.92964946751823,27.344012810957487,955.7646758431441,435.393985991535,901.1062902189677,421.1415140194036,1088.5312774901176,1105.443521292867,834.8388989369192,475.86087264160557
31055006-33,31,055,006-33,728.4279684260413,314.77635282490894,30.06776041749267,733.811002276615,337.6280014966411,726.3533831254033,297.4433357994896,863.2597297541884,865.5353059724489,689.6976388248245,332.30574976255383
31055006-34,31,055,006-34,808.5221642834215,542.8293657567027,39.34370172615148,819.4924829101367,568.1509941195577,818.4415127628944,521.760006575876,1033.3442553278567,1027.4311754575042,737.3637423054329,583.5986491851104
31055006-35,31,055,006-35,264.56689674064876,231.86761736820904,21.79951958162649,263.5760094869385,248.71270068128408,257.63068596467673,241.776489905312,391.40046521556656,387.43691620072536,251.68536244241494,243.7582644127326
31055007-01,31,055,007-01,389.6574383315848,458.36933455655026,38.24487789337824,407.58374050954853,482.5897079030016,387.5137077993048,475.51078033751963,596.7701292773928,603.6594062931888,362.52404372892687,506.3879718656311
31055007-02,31,055,007-02,475.00674170212733,521.0073035106379,39.00064730111005,473.00688826086923,563.0077676133207,467.0065951433854,528.0076210545787,686.0100759135056,696.010063700277,451.0063142391301,537.007877532377
31055007-03,31,055,007-03,413.3302788764656,550.4904715159489,40.64373354357686,431.1658231580685,573.1964045787565,428.28035453300214,542.1855317370364,661.4694339246449,658.4321965771459,422.32322321320316,547.9353313260661
31055007-04,31,055,007-04,477.47882650188956,480.03725352134677,40.81141020046927,470.66348936275114,523.7935144390908,469.5253191378589,506.1692524360623,700.7383237452827,701.7268545065789,448.8309190717907,517.0372104216174
31055007-05,31,055,007-05,416.7875095850728,623.7102496378973,39.227059725653916,415.8068330919315,662.9373093635512,422.67156854392096,630.5749850898867,690.3962511715089,687.4542216920848,396.1933032291046,657.053250404703
31055007-09,31,055,007-09,470,513,42,472,549,464,542,697,696,423,571
31055007-10,31,055,007-10,463,538,40,472,569,470,535,688,684,463,540
31055007-11,31,055,007-11,395,531,31,407,548,390,553,658,665,384,549
31055007-12,31,055,007-12,655.2140221402213,601.6457564575646,24.479704797047972,651.8671586715867,628.081180811808,655.1254612546126,586.0811808118082,917.6642066420665,927.0553505535055,603.210332103321,613.2988929889299
31055007-13,31,055,007-13,659.6827328885535,429.79329566981517,34.98317522893844,667.6788872265965,459.7788744374767,666.6793679343411,414.8005062859844,865.5837070931626,864.5841878009072,613.7048454448059,463.77695160649824
31055007-14,31,055,007-14,379.0753300275099,226.76751040190757,22.231095069849616,385.9217370136414,243.31470570028702,382.48093908490483,230.3660506996757,485.03572444050707,485.17300677811807,356.43056871573293,247.9956598552218
31055007-15,31,055,007-15,352.68209671201106,443.8873081999476,38.57904744115785,357.8511361700719,478.40460986206006,348.7132618739207,460.8747252262289,584.0497029780631,579.0557021925355,324.14081356868246,474.2277868018583
31055007-16,31,055,007-16,429.60326277710095,387.1963519950311,28.57876445409948,437.9003275776463,413.00940404540535,431.4470263483312,386.274483618792,594.622687729893,594.622714548645,402.8682913948589,403.79049232362246
31055007-17,31,055,007-17,643,357,37,646,393,637,363,796,788,592,384
31055007-18,31,055,007-18,359,567,36,367,594,349,584,616,620,350,575
31055007-19,31,055,007-19,431.35215629448413,628.9556918526628,30.8397732554033,427.02916658086747,660.1184548216827,443.4490532085691,616.0513206545361,715.8119505668172,716.5535587959239,416.5757128695925,633.5370733371727
31055007-20,31,055,007-20,699.6478437055159,478.0443081473373,25.1602267445967,689.9708334191325,512.8815451783173,702.5509467914309,450.9486793454639,893.1880494331828,885.4464412040761,646.4242871304075,495.4629266628273
31055007-21,31,055,007-21,860.2573943127936,430.5781437599704,25.862492179352493,852.3712964094735,460.33420524706503,856.7596621563943,422.1477697735539,1015.2862627722026,1024.33748662264,758.8313823659206,494.1369836037507
31055007-24,31,055,007-24,442.4720070910425,478.73129609676965,53.239697116531374,459.3513459289164,516.9618609969791,453.0604086049016,494.54584390760556,668.2621661024369,671.3112370684128,423.04067326102063,518.148808336698
31055007-25,31,055,007-25,531.714640510888,582.9163398050214,37.84218810474267,544.2485362522817,607.5859860925347,523.8397117777481,591.8507911549791,790.3276092920438,800.3215832588195,496.9908950364587,611.9817208745192
31055007-26,31,055,007-26,508.35533340156434,377.4194677826938,16.493659238135887,506.7283972727704,395.9190480286386,505.40770654499664,361.27977108922386,662.2125012585768,661.8243971052437,465.6744394825553,387.7868846407302
31055007-27,31,055,007-27,575.790799364709,446.79082301535925,42.7614362804048,577.995242374526,486.2455947810383,594.2890024157724,426.99995646908593,788.3544378136041,793.0085563817913,564.6733633204726,450.6053328375549
31055007-28,31,055,007-28,312.38619391315734,282.5892990323392,17.951342358029514,320.5293704863311,293.98473343792796,321.29690012939545,279.5851239878717,456.04680453221937,451.0173614016296,298.5143596973557,297.23836641405376
31055007-29,31,055,007-29,392.64701458653906,437.83492631828136,41.258391721718354,407.69131031026217,458.04902231627653,407.80204961957,434.79801321517874,623.167834434367,618.1825996756081,379.5141274153696,451.98257873069184
31055007-30,31,055,007-30,493.80695459121716,383.5761777695726,34.85006624763148,499.72928718461714,412.5039114238041,514.6602624789053,378.4629182997293,699.2622564675377,701.2474912262966,475.6561824579332,403.49526872291585
31055007-31,31,055,007-31,512.1281744178634,356.2004650181267,21.789232702060332,521.6058350291294,373.2430451613445,516.8865603565201,352.41018299894125,661.904936638062,669.4424782837806,470.51720586552347,377.0372383071347
31055007-32,31,055,007-32,577.0827622967429,420.2246960348765,25.174751375361264,584.8288396430079,433.7803313908403,576.1145026284597,411.5103590203284,754.2742815925548,747.4964639145729,535.4475965605684,447.33596674680405
31055007-33,31,055,007-33,431.1676561497935,271.4687973578686,24.379628488252884,433.52151295517626,288.1636393624934,429.5555025177977,273.1303978680901,546.8247682507061,545.3609552533878,411.32780728817295,278.13479274821054
31055007-34,31,055,007-34,586.2335740161922,361.83269624757486,19.464078205610832,582.5470717309561,382.95039527048925,595.2045523182618,340.94255361503775,761.2434475609743,768.1309763083609,534.7996412779163,386.22727386276546
31055008-01,31,055,008-01,271.952499680267,256.7577613761421,24.51270924421118,270.4250413787979,280.55277100347547,272.56592587228414,261.49344768964284,385.0078496472361,384.56003949928146,243.07826701633905,284.7363737441608
31055008-02,31,055,008-02,163,174,22,166,191,156,196,245,248,148,198
31055008-03,31,055,008-03,192.06350895369837,173.0750222727899,15.007613646496006,202.06796572237897,177.07743635582523,185.06536594064863,184.0772506571302,267.10306277573864,265.1047340639938,180.06388035108844,187.07799345191032
31055008-04,31,055,008-04,279,202,23,288,211,285,200,383,382,263,215
31055008-05,31,055,008-05,177.01280464096382,193.27426002386082,14.30533354634013,178.13369355508908,202.94849534164197,176.2516306793417,189.93332833413444,285.9039276987796,281.66428397735643,173.56607443579537,192.57656517150394
31055008-06,31,055,008-06,171.99999999999997,159,13,177,168,168,164,257,259,166,166
31055008-07,31,055,008-07,255.18281771987353,174.8194840396174,16.448354122319678,256.92884799070055,190.88367176043545,254.35350301863028,180.9478714515818,325.2949987360408,327.3377945400289,238.05614237889995,186.15954329396237
31055008-08,31,055,008-08,215.2909055540276,118.9415190180736,4.9372115747107275,201.61184503220642,137.55779111460552,208.32499640243066,118.99043987898446,246.06305615823993,246.12013049596925,178.74249433825867,139.68433041331343
31055008-09,31,055,008-09,370.2997039603471,192.5227033475253,5.939235720743488,371.26398347447576,197.47697386174397,355.93367933896246,198.34761758740385,425.5710203826321,432.28832041215526,326.24439239214405,217.4915341649539
31055008-10,31,055,008-10,163.46765295721494,164.7778534412921,11.88228505104576,165.21353321795343,175.68881478238436,164.14382592841562,169.90617913508058,231.04004105631586,231.02910954747315,153.39683721996386,177.40190051659474
31055008-11,31,055,008-11,282.09177565807965,435.9064742121253,18.584246208306073,289.5184556366622,449.49891259202417,280.03652285764093,446.0155105883881,468.8106621674955,464.4459579363297,267.11299498146633,444.4201337592598
