GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PREASKE,G16USSDDIX,G16USSRSCO,G16USSLBLE,G16USSASCA,G16USSOWRI
45001000015,45,001,000015,203.20807169536837,296.4958916734,9.594853130412748,0.3030882322045643,1.8291013523316018,1.2229248879224732,1.066094792268083,182.92937743315753,308.6934246753121,6.250310617058324,1.3903269426810791,0.6061764644091286
45003000000,45,003,000000,15.020420516087926,18.89401083147499,0.6294945311670384,0.20569714346394818,0.2859137729637889,0.1174259318254221,0.07876712328767123,14.833566953382181,17.96120845279813,1.1874694701072528,0.2997663799511522,0.024806201550387597
45003000001,45,003,000001,219.26229885391305,508.7268927860901,35.10677083585447,12.974276212927242,18.08671794449796,1.0136530049486818,1.0313236876796055,178.08244532973194,581.056093881351,17.08190028091474,3.0321236734805836,0
45003000002,45,003,000002,534.0225334957369,156.71315468940315,12.976248477466504,4.990864799025578,1.9963459196102313,1.9963459196102313,0,503.07917174177834,171.6857490864799,8.983556638246041,7.985383678440925,0.9981729598051157
45003000003,45,003,000003,745,136,12,5,7,2,1,714,143,18,8,1
45003000004,45,003,000004,335.31491677796237,51.757742078594134,4.307932540995763,4.939603176244704,2.053519841926453,1.0066706352489407,0.013392857142857142,317.5028810577671,66.34887303589967,3.368226191461108,0.9932777781060836,0
45003000005,45,003,000005,359.17846041671345,271.5979591096244,14.760758647262197,8.856455188357318,4.9202528824207326,0.9840505764841465,6.888354035389026,323.7526396632842,314.8961844749269,13.776708070778051,0.9840505764841465,0
45003000006,45,003,000006,257.58716799770207,549.7225127479442,31.77927063778796,7.847595864817842,8.212177594677147,3.9359506567375644,1.0690567344848956,190.55447958987705,622.3678447634238,17.906221544577335,3.0370320628536778,2.915504819567243
45003000007,45,003,000007,261,311,9,0,4,0,4,268,278,11,2,1
45003000008,45,003,000008,593.8821797870676,517.0856151530335,9.751817718662092,6.785366894821171,6.821812638989847,1.9480010205976022,0.9771870950299723,568.6273972885296,499.6003968414762,21.387371000527345,12.624241751485773,0.005439446211739439
45003000009,45,003,000009,525,575,32,10,11,3,3,530,554,33,10,3
45003000010,45,003,000010,520.3727975024785,221.4996341193004,15.052033953437395,1.0647345489312958,11.034933726273275,2.013386872953281,3.0007332719450366,494.1987681540859,238.2748493834178,15.168116178346706,7.104895167791139,0.997019917734198
45003000011,45,003,000011,620.0058055152394,273.31349782293177,9.121915820029027,1.0304789550072568,1.034833091436865,1.0174165457184325,3,604.0928882438317,259.1828737300435,15.108853410740203,5.026124818577649,1.0043541364296082
45003000012,45,003,000012,209.2986698911729,233.57920193470375,4.217654171704957,0.1523579201934704,1.1523579201934704,1.0435308343409915,0.02176541717049577,198.73276904474002,234.18742442563482,5.478839177750906,0.282950423216445,0.9999999999999999
45003000013,45,003,000013,321.9921397485202,760.1875007534751,48.2339268707278,10.007450361065233,14.901083798478584,2.0235084208368996,3.9369250985545334,295.7415761492001,797.2370854380403,28.301594955936782,7.027233601369517,0.027522935779816515
45003000014,45,003,000014,227.45415266284226,749.3186587723937,27.57020032276876,6.89255008069219,7.8772000922196455,3.9386000461098227,0,247.1471528933914,719.7791584265701,24.616250288186393,5.907900069164734,0.9846500115274557
45003000015,45,003,000015,148,558,17,3,7,5,3,153,548,21,7,1
45003000016,45,003,000016,278,441,8,6.999999999999999,5,2,4,255,443,15,16,0
45003000017,45,003,000017,224.2993753356255,865.4034624151263,14.309570758809143,1.1516803033700882,4.048581678596632,1.99638386255413,0.984238442904972,237.18569028048117,817.2036856895269,21.45040264984162,5.004913144757418,0.05581395348837209
45003000018,45,003,000018,190,588,16,6,6,4,3,190,553,24,13,1
45003000019,45,003,000019,159.51055408970976,468.8278364116095,6.152374670184696,6.050791556728232,4.058047493403694,2.036279683377309,3,162.47427440633246,445.6101583113457,10.195910290237467,8.072559366754618,0
45003000020,45,003,000020,324.1140350877193,740.9035087719298,46.10087719298246,10.030701754385964,13.030701754385964,1.0043859649122806,2.017543859649123,283.1666666666667,809.6578947368421,28.13157894736842,5.043859649122807,0
45003000021,45,003,000021,402.7044471419234,420.5583388871318,9.918828747338015,2.9756486242014044,5.951297248402809,1.983765749467603,0.9918828747338015,373.9398437746432,423.53398751133324,18.84577461994223,5.951297248402809,0.9918828747338015
45003000022,45,003,000022,363,727,31,6,11,5,1,343,748,26,6,4
45003000023,45,003,000023,495.9083250027422,534.1860314211826,18.010498984580316,6.642282455191438,4.7584902845981185,0.9451868148394881,0.9484213707778997,472.151706476294,533.4138348886015,37.832899652251484,2.83554640111736,2.838738826852459
