GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDKAI,G18USSRSTE,G18USSLWAT,G18USSOWRI
51087000303,51,087,000303,1358,771,43,9
51087000304,51,087,000304,613,584,25,0
51087000305,51,087,000305,1284.9816342812412,1102.410485932276,51.87814051446005,6.983595838485006
51087000306,51,087,000306,1123,754,50,6
51087000307,51,087,000307,621.3904045833857,460.9861539678772,32.076136887225815,3.001812783029186
51087000308,51,087,000308,1201.6411345866036,1011.6348744595202,52.730484533912296,3.279473552718276
51087000309,51,087,000309,1239.254738596141,782.5945666569145,33.09533155148523,7.55500948450148
51087000310,51,087,000310,1239.1509112297142,1094.5163677899309,39.19090920743451,9.043636367395248
51087000311,51,087,000311,1033.9330260510433,624.3275044439144,30.92463339768922,4.084385543091029
51087000312,51,087,000312,847,502,21,2
51087000313,51,087,000313,1588.1765157329241,1148.8687643898695,75.16577129700691,12.023023791250958
51087000314,51,087,000314,1149,815,53,5
51087000315,51,087,000315,1658,486,45,2
51087000316,51,087,000316,754.2903908629006,460.12648278901116,22.851925057924564,2.952032708658379
51087000401,51,087,000401,1261.2338090010976,758.1295279912184,45.646542261251376,0.9923161361141603
51087000402,51,087,000402,1114,499,34,3
51087000403,51,087,000403,723,766,44,3
51087000404,51,087,000404,783.3429028110178,551.3644466298641,42.431784087833,1.1223749688000695
51087000405,51,087,000405,1167.5409836065573,1077.7709471766848,61.36338797814208,8.008652094717668
51087000406,51,087,000406,1072.7661909989024,702.8704720087816,48.35345773874863,5.00768386388584
51087000407,51,087,000407,749.4590163934427,661.2290528233151,41.63661202185792,0.9913479052823315
51087000408,51,087,000408,992.9365178401886,643.9102917791002,33.83912770720217,2.9004970731337885
51087000409,51,087,000409,1098.9324577926702,816.0749724150946,69.06104620341536,8.007406409250478
51087000410,51,087,000410,561.5412229716019,631.9407494035187,34.31481224489405,3.0386593010796785
51087000411,51,087,000411,1006.4849112226849,523.2939042800159,34.234180653832816,5.868716683514197
51087000412,51,087,000412,1264,805,49,3
51087000413,51,087,000413,1263,998,56,10
51087000414,51,087,000414,918.4266302222796,576.2144064631117,33.92849910611933,0.18112763829453044
51087000415,51,087,000415,651,372,29,5
51087000416,51,087,000416,511.59155700753774,328.2565932361154,30.25142815425891,0.00598638462521217
51087000417,51,087,000417,1343.1165364944727,1313.969290172899,85.40208572730262,7.954758442397803
