GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOMCM,G16PREGSTE,G16PREIHED,G16PRECCAS,G16PREIKAH,G16USSRBOO,G16USSDELD,G16USSLGIL,G16USSOWRI
05051000011,05,051,000011,359.938484402991,352.0118964235958,28.34757864341096,5.7393500561484245,16.36354273603203,4.848658916888464,2.2039830039289305,6.393692664047541,342.9468580023441,374.7282593166068,42.708049030175665,1.9859257201367557
05051000012,05,051,000012,254.92636550785397,355.52369141559245,26.335940656548278,13.16688490832023,25.393738031335875,15.047671546588958,3.7620453001492344,7.524148085340899,239.87409519150467,400.6706908326922,50.78916433849409,1.870510019927333e-4
05051000013,05,051,000013,302,208,13,10,2,5,3,3,305,208,18,3
05051000014,05,051,000014,545.1835878092375,130.58809631083517,16.069269413119844,4.886110377274068,7.2495029321689355,3.2828230926819826,0.985478009407342,3.985136825317066,485.42244733521426,194.60102601904256,31.456627197359772,0.985478009407342
05051000021,05,051,000021,232,467,25,13,13,6,5,5,229,473,42,0
05051000022,05,051,000022,146,520,17,18,6,8,9,8,158,525,34,2
05051000023,05,051,000023,84.37478938365098,31.538194086450684,0.9286488666524051,0.08485931219294328,0.7759021047051072,0.7080146549507526,0.016971862438588656,2.022212790220726,76.81943068586297,39.81853930162803,4.451750278967579,0.016971862438588656
05051000024,05,051,000024,16,7,1,0,1,1,3,0,11,15,3,0
05051000031,05,051,000031,31.785832208191255,10.976132650542372,0.005768443939319069,0.0064894994317339525,0.004326332954489302,0.0028842219696595347,0.0036052774620744183,7.210554924148837e-4,30.788919674223205,8.037311044092089,1.982288180057464,7.210554924148837e-4
05051000032,05,051,000032,331.1277979825019,187.35567795597444,8.49772991715983,9.250535447111744,6.331567814279781,4.2555597727654835,5.102092701315355,1.1232499365534354,314.78912484337275,215.4726143565379,15.398932417028156,1.0955788292530582
05051000033,05,051,000033,470.10176758518367,478.3371372121316,24.70180531725842,9.90721799614258,20.74622732410876,12.844207844443641,4.955893124729842,4.93762011146142,428.59560817701487,519.8981156601056,64.19362970231558,5.924230483090284
05051000034,05,051,000034,272,340,15,10,13,5,2,2,247.99999999999997,369,32,1
05051000041,05,051,000041,447.7821637426901,318.359649122807,22.194444444444446,12.2046783625731,8.092105263157896,4.04093567251462,3.06140350877193,3.030701754385965,434.57748538011697,339.6461988304094,35.44005847953217,0.02046783625730994
05051000042,05,051,000042,621.9961550628677,450.54813813447805,20.908155597895444,20.715706220687856,9.797752158057309,4.440107437257035,6.21960367641928,3.2286620380766093,598.4787923649936,483.3282071650962,45.394110840668574,2.1337779152558922
05051000043,05,051,000043,466.53112854153045,208.17386380197544,14.665822031470434,3.7614185241401654,9.151261871250105,2.2712079504408766,3.071887618561593,1.2713516709026518,408.03578069191974,257.15023752763875,32.53298878183053,2.101377016976832
05051000044,05,051,000044,536.2223805540227,324.26860188353623,21.88590505276455,7.872245509992303,5.379088955811534,2.0463136109298157,0.24828178471139634,1.9889299045421407,514.8746590853442,348.7053551096761,27.001705701020963,2.034476322829107
05051000051,05,051,000051,64,111,10,4,4,4,1,1,69,111,10,3
05051000052,05,051,000052,144,114,5,0,10,1,1,3,133,121,15,1
05051000053,05,051,000053,619.8704343940894,350.63555107970427,15.876068245758205,7.926417472346673,9.888660756212625,3.95546430248505,7.895439737593527,6.916254204082622,549.7287068197523,425.7274173574139,39.57787632591536,0.9946744008874774
05051000054,05,051,000054,1025.6421917982527,460.0168701160271,44.05216600415791,18.03589956064784,4.120117576501802,11.945714443330079,5.971932234337767,6.011875121973514,955.2468929330576,536.4416518771228,71.7617771401609,3.9813795544676114
05051000061,05,051,000061,138.22581158440642,53.243303297134176,1.8736850104631937,2.801387784929314,6.533435316042991,0.002150524885994438,9.408546376225667e-4,5.376312214986095e-4,126.08798780484032,69.1172068419752,7.47350360860358,8.064468322479143e-4
05051000062,05,051,000062,161.92722186585124,104.9528289871258,7.996406018066728,3.998203009033364,2.998652256775023,0,0,0,159.92812036133455,111.9496842529342,6.996855265808388,0
05051000063,05,051,000063,1000.9701894686261,442.77909503587506,57.22860530705369,16.513106163250637,14.278053522414757,16.23738295164373,7.102142499168785,4.178027181530334,941.5696923347565,530.3557836249281,67.65679625944495,6.077904330011668
05051000064,05,051,000064,901.9042951711962,435.8144920591769,35.133841826637784,13.20076273995668,7.468446393232254,10,7,5,871.0343232980506,495.9521475855981,40.535367306551144,2
05051000065,05,051,000065,34.072778134148756,20.047171012874195,0.0035939819332719484,0.0017969909666359742,0.0013477432249769808,2,0,0,32.071879638665436,24.05031574706581,0.0031447341916129553,0
05051000071,05,051,000071,217.85097943470976,81.94394639287248,8.993847774827469,6.995214935976919,2.9979492582758227,2.9979492582758227,0.9993164194252742,0.9993164194252742,196.865334626779,98.93232552310214,19.986328388505484,0
05051000072,05,051,000072,615.1520658619606,252.31664395846062,26.019710714765758,8.171946638088075,5.29733851554858,3.249413313777907,2.1357983225410817,3.053510595244807,588.5657613252124,279.7686159722204,37.9953687130385,2.982723921886576
05051000073,05,051,000073,711.4335358723524,278.64480155000473,20.750144796276945,12.845327731028586,2.964306399468135,0.9881021331560451,7.904817065248361,0.9881021331560451,662.0284292145502,326.0737039414949,39.5240853262418,0
05051000074,05,051,000074,1117.3716440265175,467.7124336724635,43.993624689841724,18.60053465272761,8.693542543156433,8.840020117441242,4.002142979219241,5.8604630834720295,1081.1392871553987,510.7152940248944,56.18562532217343,2.94318912551425
05051000081,05,051,000081,269.67047609539196,60.44398562539198,6.05554838832317,5.034675921744338,6.020705182748257,0.013937282229965157,3.0068682708166374,5.01376999839939,235.4207425453005,102.66557695689458,13.069251473190329,0.006968641114982578
05051000082,05,051,000082,1072.6653067689945,310.8095397651,31.07889582456483,7.024011772693644,8.024011772693644,10.030872279177542,3.013721012967797,5.020581519451695,969.4457705615098,412.0393667323106,58.147500889403815,1
05051000083,05,051,000083,747.9554629434559,227.14607382039472,22.139341706066585,6.737589927787512,6.735785993895293,8.667769718275999,3.853143845408097,5.776107900327707,686.3250046897408,291.6645860242737,41.3888255280771,0.007215735568876485
05051000084,05,051,000084,484.888865048792,129.9813826577475,13.889114737216024,3.9706156966345856,2.9739416719734266,7.888970086736508,3.9464950936195105,3.9505151941220227,432.60383520908726,184.23563994375948,24.768106897936008,3.9505151941220227
05051000091,05,051,000091,323,96,23,4.999999999999999,6,3,3,2,298,134,27.000000000000004,1
05051000092,05,051,000092,611.4976142888399,147.4566067653266,16.01664547425724,3.014818887385799,4.989760534234798,2.019861432945256,2.019861432945256,0.014973262032085561,542.6209510019612,221.34549047948826,22.023823355980706,0.014973262032085561
05051000093,05,051,000093,806.4865979381443,348.21649484536084,25.79381443298969,12.037113402061856,12.037113402061856,6.878350515463917,4.298969072164948,3.4391752577319585,756.6185567010309,418.71958762886595,35.251546391752576,1.7195876288659793
05051000094,05,051,000094,527.8820840132416,178.1923969052746,14.541448903459347,4.59610659013257,2.6145340835981616,4.503730170744268,4.247879203119019,2.302769548602749,494.18725874892147,217.60698672006518,20.510978189469306,2.038634985390595
05051000095,05,051,000095,80.740690105027,34.628797692429906,5.7432851284086635,0.009946289528113213,2.861696274676219,1.9033769433272067,0.00663085968540881,0.9483730418208989,74.821687194955,46.25461600264082,4.814804665643992,0
05051000101,05,051,000101,452.05084717828083,105.66815847654074,5.9344504779166005,9.867669996985908,1.9769630327155938,1.976961313542229,4.933121691034971,2.9625853021346824,396.7808999452666,156.00856087085006,23.69425749243552,1.9726780304476024
05051000102,05,051,000102,422,88,13,1,6,3,2,5,373,134,25,2
05051000103,05,051,000103,743.2848948374761,318.8585086042065,33.30975143403442,6,17.15487571701721,9.103250478011473,2,3.051625239005736,676.9751434034417,382.47801147227534,59.25812619502868,4
05051000104,05,051,000104,286.9846022241232,127.33105218135158,9.794696321642428,7.835757057313944,3.917878528656972,4.897348160821214,2.938408896492729,2.938408896492729,246.82634730538922,162.59195893926432,27.4251497005988,0.979469632164243
05051000111,05,051,000111,216.52884649900713,57.01208851462082,3.011204215796582,2.981964449714711,2.97883161763451,2.9856316208064513,2.97883161763451,1.9912953784481924,189.68691614014543,82.84921545686059,10.962275784896942,0.003132832080200501
05051000112,05,051,000112,136.84139326470492,28.68460569299693,1.1449662834294059,0.053998314989480156,0.04226783397451609,0.04634704985905999,0.038240579047546484,1.0217289475755342,118.74820643982108,38.873430444833296,5.181093770178548,0.9972167667978548
05051000113,05,051,000113,1241.2886642434312,444.15838496445747,38.932222389596724,10.992694896068969,7.99096409141755,8.989336594876617,7.983393951064489,5.034650498557193,1171.2128972610706,511.1235088609527,51.041611603505665,3.0059525457764598
05051000114,05,051,000114,1069.6741328844018,430.63671811713,27.91514996294341,7.978315464308117,7.9732556241984645,8.97001201916638,2.9915539648722578,12.952326396915884,1020.8839505138934,476.46103739264356,51.818274995907075,1.9921544864087253
05051000115,05,051,000115,244.71295288196083,135.6717282700871,4.008240437355621,4.984258756274854,1.000852874021437,1.001542722774276,2.991521042018887,0.99878332776292,243.66932938526338,135.71794813652733,12.974525378378214,0.002069546258516979
05051000121,05,051,000121,500.83189300454393,206.42857376564308,24.858154855487633,6.795602109211681,7.552679026801312,6.686432386971337,2.4034222876793248,5.705681582935562,443.46094051073055,266.0216188861515,35.830395799684965,0.20051109451205504
05051000122,05,051,000122,698.2156299132364,253.9229673159249,20.210742643454722,7.337233330394823,16.471705530720303,7.337032655440181,3.663593800193148,7.331909452958596,614.8469764198027,330.0000949513889,49.47951079992044,1.8267740350923105
05051000123,05,051,000123,452.7194493460573,93.34696308700174,14.732520621879871,2.988939629947361,5.972827413993366,2.0263053926406114,0.9929453127148833,1.0131526963203057,407.89267507260035,142.22634814573988,19.72755826086242,0
05051000124,05,051,000124,3.536346488002809,0.7164150212764311,0.11432154594836666,0.022864309189673332,0.045728618379346664,0.015242872793115555,0.007621436396557778,0.007621436396557778,3.1857604137611513,1.09748684110432,0.15242872793115556,0
05051000125,05,051,000125,107.18094572795972,44.657346763853916,1.2644702282745601,7.052894045654912,1.105788091309824,1.0352626971032746,1.0176313485516373,0.017631348551637338,112.36990369458441,45.53891419143578,3.352626971032747,0
05051000131,05,051,000131,276.0427392656373,106.00955251409233,16.001317588150666,5.000411746297083,6.000576444815917,3.00024704777825,8.234925941669779e-5,1.0002470477782501,246.0379630085911,147.01465816817617,19.002470477782502,1.0000823492594166
05051000132,05,051,000132,1224.7980568652297,460.1002410301726,31.77694461401129,12.136959638400285,8.26432254582587,13.232262979786976,3.100270039679517,8.074470567782594,1247.4351532880896,474.1737917413193,34.46715261956387,1.055609728154656
05051000133,05,051,000133,1006.933777964204,256.64535647679315,39.29997535726399,6.879900178047668,13.761364955187927,12.763290117849474,4.9093804521473325,3.9336465544347066,888.1447464525921,362.70088089854204,74.63789192383345,2.9452449371825398
05051000134,05,051,000134,209.99342224039327,57.998183285441954,12.999592805357679,0,2.9999060320056183,2.9999060320056183,1.999937354670412,0,179.9943619203371,94.99702434684457,10.999655450687266,0.999968677335206
05053000001,05,053,000001,512.4471158925419,70.54884880286953,15.677226366888512,6.858733816079804,6.488545713266156e-5,1.9596289638146394,0.9798685531215969,5.878865262958207,428.18313533396946,148.9338126990837,24.495675660725798,2.1628485710887187e-5
05053000002,05,053,000002,115.27950310559005,18.88198757763975,0.9937888198757764,3.9751552795031055,0.9937888198757764,2.981366459627329,1.9875776397515528,3.9751552795031055,111.30434782608695,27.82608695652174,5.962732919254658,0
05053000003,05,053,000003,101.15560728784125,21.741397203463833,3.1233106518852187,0.9947121754921403,1.01210894116824,0,0.017396765676099747,0.9947121754921403,87.65025573913213,29.733888138753155,9.578693143768854,0.017396765676099747
05053000004,05,053,000004,151.84439271215874,48.25860279653617,7.876689348114781,0.005287824507859714,0.98789105883176,0,0.9826032343239002,0.005287824507859714,119.34974426086787,50.26611186124685,35.42130685623115,0.9826032343239002
05053000005,05,053,000005,204.3558674632137,102.28823106555488,3.286191215049665,1.125215605293567,0,0.03578471098462382,1.0178985321228353,1.1073294264317783,158.81746460555368,127.71923037721687,14.447203884588902,0
05053000008,05,053,000008,260.7301604347496,51.79920904388522,10.930326450527271,2.0064912831540553,0.010071084736347227,1.9763884775426515,2.026646577778585,2.0064912831540553,225.9716044262546,80.60811310266125,13.96575637000741,0
05053000009,05,053,000009,104.90762805939094,17.98420276156242,1.9982689822660218,0.9991300855000457,1.3216898895627028e-5,1.541971537823153e-5,0.9991080573352197,1.3216898895627028e-5,91.91900303238482,33.969973532439106,2.997581901534124,4.405632965209009e-6
05053000010,05,053,000010,215.9249115273253,42.98761015047039,4.998258329148274,6.321171661121636e-5,1.99930649224514,1.9992906893159872,3.160585830560818e-5,3.160585830560818e-5,177.93848324789647,66.97886137832494,12.995547509845446,0
05053000011,05,053,000011,476.0204054969826,100.62239480560207,6.917922288893113,0.9889163642527178,0.9874189439607473,0.005989681167882166,1.9703456270455828,1.9718430473375532,416.9085392653232,144.94543818222988,17.761561628957686,0
05053000012,05,053,000012,417.1066421755363,92.54281058819458,18.101479238808565,2.2702254796693713,2.093323447645767,1.9164214156221626,2.9649061046541525,2.0896775172275537,375.3978969165788,125.4651744198557,21.515932284358154,0.0036459304182130995
05053000013,05,053,000013,377,125,8,1,6,2,2,0,314,165,22,0
05053000014,05,053,000014,421,77,13,4,3,1,8,1,365,121,35,0
05053000015,05,053,000015,324.27901740611367,46.08895653275712,11.01268916485191,0.999998684058571,1.9999971011066187,0.012704708249721542,0,1.9999968340960954,294.2790646276617,65.11432999893796,16.999977628995705,2.670105232018457e-7
05053000017,05,053,000017,183.0031797969371,41.32152343492234,6.075996434047292,3.018378727931372,0.9962018703709093,0.04227562446665678,4.985897674476513,3.018378727931372,165.73520769972436,56.569703910530556,13.07240020041146,0
05053000019,05,053,000019,552,106,10,11,3,2,3,2,484,150,34,1
05053000020,05,053,000020,487.4589633702057,130.59519176062915,20.028724173569618,3.7725728083562835,1.9311546807061715,0.08973655305605958,1.058070968118468,1.9256405312875264,449.86134765886163,155.90875662537246,25.701368759650656,0.005514149418645037
05053000021,05,053,000021,450.60235335214855,137.05048981806738,16.9061427530464,4.973682417353764,2.9753681356055917,0.9993651073523844,2.978121671211828,1.9984107647706437,410.7172428915368,167.98917532190703,26.843033310483943,0.990818291677431
05053000022,05,053,000022,370.01004816786946,142.35245934658852,18.082326317005172,3.0106658622555393,2.01266990662459,3.9930859212632943,1.0308008969865832,2.028245803247784,338.11557777112847,159.0389435645594,28.235273884279042,0
05055000001,05,055,000001,998.6385815539207,313.4774680210371,45.034469678255135,15.01403442152136,4.020972761055689,3.018299239575359,1.9997551851425128,2.0104863805278446,961.5178864134876,318.46846819716615,61.12584346870319,1.9997551851425128
05055000002,05,055,000002,1135.7670005800405,467.32150730541593,55.25227354323291,14.408965855202224,15.242151815738408,12.357105559435157,3.153840220732142,5.100077541273072,1059.0919367629474,487.2627067233816,94.87865339246171,0.03336241923543385
05055000003,05,055,000003,591.6810442839858,276.1744023881236,42.632175388486424,11.458336603800953,14.87168908900689,4.95722969633563,0.9914459392671261,7.931567514137009,535.1686257457595,272.4848342669864,88.5149042307055,0
05055000004,05,055,000004,1176,306,29,15,8,10,1,3,1110,333,61,0
05055000005,05,055,000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05055000006,05,055,000006,113.75716064757161,21.236612702366127,0,1,0,0,0,0,97.66251556662516,29.331257783312576,1,0
05055000007,05,055,000007,142.69974050835475,60.16107679283962,3.787535702687587,0.9648051871631376,0.03584252298248179,0.9887002024847921,0.011947507660827264,0,130.34979736602384,60.3389252395354,10.302221859613006,0
05055000008,05,055,000008,13.628891656288918,4.259028642590287,0,0,0,0,0,0,11.925280199252802,5.962640099626401,0,0
05055000009,05,055,000009,228,62,6,1,1,1,1,1,189,78,22,0
05055000010,05,055,000010,43.1483230837499,12.471291297253265,2,0.5789473684210527,0,2,0,0,38.834926523338744,17.18181761304274,1.2894736842105263,0
05055000011,05,055,000011,9.947368421052632,3.552631578947368,0,1.4210526315789473,0,0,0,0,9.236842105263158,2.8421052631578947,0.7105263157894737,0
05055000012,05,055,000012,370.5504958495231,96.83710574638948,8.893232477459653,0.9881235154394299,1.9762642935224004,5.928775617923661,3.9525113244012604,0.9881235154394299,318.17939712663997,124.50494395685142,34.584512929458995,0.9881407780829705
05055000013,05,055,000013,45.0083656317972,17.001610280871265,0.0029405711065533745,5.528350210366932e-4,1.9989327691320629,2.5128864592576964e-4,5.0257729185153926e-5,4.020618334812314e-4,35.01070898150426,20.001016071000727,5.999009647480335,0
05055000014,05,055,000014,80.17263152000534,34.63754924713624,1.9804269026894918,6.297644867186475e-4,1.9787055464257943,0.9893947575120117,8.3968598229153e-5,0.9893527732128972,74.2354652732501,31.66995275478781,6.927442674548665,8.3968598229153e-5
05055000015,05,055,000015,335.93620468144456,52.86071718567705,6.990780926364626,5.978096819131451,0.004356835750839979,2.988013981610341,0.00150589400336604,1.6084625925814178e-4,312.99693216566544,61.845958201895286,21.936311448522392,1.6084625925814178e-4
05055000016,05,055,000016,80,17,7,1,0,1,0,0,63,30,9,0
05055000017,05,055,000017,3.730658069471391,0.9326820147111358,2.9782711979643825e-6,0,0,1.4891355989821913e-6,0,1.4891355989821913e-6,2.79799839179424,0.9326909495247296,5.956542395928765e-6,0
05055000018,05,055,000018,258.22555626311237,62.07445784779823,7.711860849392362,0.38451047856987475,1.1137265054946428,2.126994648773991,1.062952675813922,0.06156101709514403,225.27327482892372,84.37419364806101,12.529597191064916,0.9776386895976378
05055000019,05,055,000019,299.5503177672451,63.63354401317811,8.809667673716012,3.9154078549848945,2.9375166406120323,1.9577039274924473,0,0.9788519637462236,262.34913939802175,81.25432048467017,15.664513668059662,0
0505500001A,05,055,00001A,876.9218436023043,257.3723086015478,38.8489042481211,11.654206419122358,6.800387082090635,11.652738454972972,4.855042640489544,2.914836073411302,860.4015848115721,252.51653197898355,56.33743136720578,0.970959595959596
05055000020,05,055,000020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05055000021,05,055,000021,67.48423585989914,19.750682094558282,1.0108265074227203,1.9634220081084248,0,0.9817110040542124,0,0,63.41181432683975,17.874606596555378,3.9268440162168496,0
05055000022,05,055,000022,61.1639383694985,27.040967095031338,1.9999970217288021,0,0,0.9999985108644011,0,0.9999985108644011,49.12294893743318,33.04095816021774,3.9999940434576042,0
05055000023,05,055,000023,53.85200683198748,13.296321093117998,0.0740802732794992,0,0,1,0,0,40.481605465589986,22.518561912956493,1,0
05055000024,05,055,000024,539,77,13,3,1,2,4,1,487,97,33,0
05055000025,05,055,000025,242,59,6,2,1,3,6,1,227,68,16,0
05055000026,05,055,000026,283.0578351329025,56.06601421162132,13.994199392444493,3.0100396793166557,2.9954140003259426,1.0033465597722186,0.9989588560750046,0.002925135798142632,253.09345715434955,75.03306936595476,22.996529640312104,0
05055000027,05,055,000027,478.3432258548625,117.59117288767254,12.804983348657068,2.9403861364314148,8.665046615329649,4.870393789506851,0.9861518627914947,2.8769420276700854,415.5209382927839,147.28262916543022,32.12852834115313,0.034220532319391636
05055000028,05,055,000028,42,13,3,1,1,2,0,0,43,13,5,0
05055000029,05,055,000029,25,6,1,0,0,1,0,0,22,9,0,0
0505500002A,05,055,00002A,586.4564842684445,144.37419976529114,20.909342618383253,13.939518993282624,8.96113101254442,1.9913792890496909,1.991361799469878,2.98704367084814,544.6378612168505,164.28779832712345,44.805690041881725,0.9956779848049702
05055000030,05,055,000030,61,31,6,1,2,3,0,0,58,31,9,0
05055000031,05,055,000031,228.9142071877847,85.34328186220397,10.212464297312414,4.035194812836862,2.964157477017518,6.011299797515208,0.9880524923391727,0,209.0624068680982,83.36717687752562,18.697778140386994,0
05055000032,05,055,000032,301.40944206008584,64.76824034334764,11.624892703862661,2.144206008583691,2.432618025751073,3.240343347639485,0.048068669527897,0.14420600858369098,254.33304721030044,88.21030042918456,28.5862660944206,0
0505500003A,05,055,00003A,12.14377417408913,3.743610290908049,0.3551431194213543,1.5384192935708025,0.12388713468186778,0.041295711560622596,0.00825914231212452,0.06607313849699616,11.673003062298031,4.434358085728268,1.4588480298477986,0
0505500004A,05,055,00004A,787.0520392443627,192.04938438594945,33.15351277437617,14.622873944863942,4.8763395251052994,4.875888441858352,1.9500115636463136,1.9473903316672834,731.4360439136891,220.35072174485995,58.51713507741769,0
0505500004B,05,055,00004B,14.094998989663496,7.014940493923339,1.0019732727823278,0.0016913766705666914,0,8.456883352833457e-4,0,0,12.088515379092991,6.01747755892919,1.0062017144587445,0
0505500004C,05,055,00004C,101,19,3,2,1,1,0,1,97,24,4,0
05057000001,05,057,000001,258.9695871743902,353.0566703190234,8.402644934122316,4.078540575366131,1.1430095879098645,5.221281124373473,6.110702684104349,2.1241049856907566,242.64693661039365,330.91177484705634,11.722858394646398,0
05057000002,05,057,000002,69,311,4,2,2,2,2,0,76,271,8,0
05057000003,05,057,000003,306.8967531820781,168.9471409899893,8.996992864861145,4.998319946869325,0.9996683525421947,2.999040568390077,2.999058446816063,1.999335474641995,311.8947203961643,171.94566816585086,5.998100245648534,0
05057000004,05,057,000004,92.36920637509417,266.8883707781114,4.9311315534261,2.084658524380457,1.2539531301895857,3.338611654570043,2.1693058272850214,1.0846697458563497,95.1839309263883,244.5656950805345,10.93121010375735,1
05057000005,05,057,000005,288.0530582226835,254.30626393284285,13.136888867229702,5.012432519952694,2.0373381532092933,3.0497831634238985,4.024883775298255,2.0124418876491275,285.87879060889327,249.4058646079109,15.136882622098746,0
05057000006,05,057,000006,206.65258740006948,35.70455166352192,1.2463019532998643,1.0395919968630982,0.9726269589864546,1.8793812274264736,0.9651735951843071,1.8793812274264736,188.26855409475502,48.0145259818571,7.944849403133439,0
05057000007,05,057,000007,355.2361952480648,91.77665173854847,9.628326455490413,0.9053059837457826,2.636924764055807,3.49125365301778,1.750216129587769,0.8710545075293982,343.0250682602558,98.79171934049819,9.60246572654241,0
05057000008,05,057,000008,262.6834984218822,48.17575239995992,3.0738567500657723,1.024618752630947,0.024618014371549465,1.0492370130889623,1.0738542892011143,0.0984723035726637,249.46191882039915,46.95420454363099,11.172331514503094,0
05057000009,05,057,000009,251.66756252211636,53.61039613505421,2.6740909865618043,1.7382716976344987,0.02710586768064326,0.04586545615373699,1.745781443481385,0.9100214963389768,223.82510726578437,65.76063493042595,7.926324229392488,0
05057000010,05,057,000010,48.21041126568221,54.27236566501777,2.000145170896004,0.9976696725564163,0.9974074057978506,1.0027377650981533,0.015991077900907646,0.021321437201210196,45.186206892486844,49.26217133151735,6.983163174377783,0
05057000011,05,057,000011,78.17939840059486,30.574989434217308,0.015845907004903854,0.9804116614084165,0.007922953502451927,0.9804116614084165,0.9724887079059645,0.9724887079059645,66.48576504521593,35.397818206234874,3.9454155061410217,0
05057000012,05,057,000012,172.38387962401174,38.51960060676682,9.628589466061424,2.8886915248110774,0.9630063987395491,3.2767140757009516e-4,1.6383570378504758e-4,3.2767140757009516e-4,156.01244317403186,44.29878584913061,11.55542144205945,0
