GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREUMCM,G16PREOOTH,G16USSDBEN,G16USSRGLE,G16USSLTAN,G16USSGMEN,G16USSOOTH,G16RGTDMAD,G16RGTRGAN
08001001093,08,001,001093,547.4258602548039,522.5428666068582,68.67706246832994,14.929796188767376,6.967238221424776,15.925115934685202,572.3088539027494,495.66923346707694,46.78002805813778,13.934476442849553,11.943836951013902,533.4913838119543,515.5756283854334
08001001094,08,001,001094,446.1407213733974,477.4845759233517,46.32040929488679,18.690619785364827,7.871573486748984,20.656497505207145,468.7845968847928,455.8169204323944,26.629381666944756,7.890386237301649,8.866606257739713,452.97426151646386,474.52097789672547
08001001095,08,001,001095,478.0168491746282,454.0127304874968,56.00197910940077,22.00080234164896,1.0004279155461122,17.000641873319168,515.0171701112877,399.0123025719507,47.001283746638336,10.000588383875904,14.000427915546112,495.016207301309,455.0142281919082
08001001096,08,001,001096,410,385,62.00000000000001,12,8,20,412,347,60,9,10,417,403
08001001097,08,001,001097,450.78875216137845,417.7528997904067,46.09895254388202,10.021511422583048,5.0100386638720895,14.022945517421919,445.8246045323502,395.7141792297572,41.06740245742689,2.020077327744178,10.01720913806644,438.76867483363424,421.7428611265346
08001001098,08,001,001098,324.48424567312924,304.3971257028879,27.812935343411073,7.725815373169743,3.8629076865848715,13.133886134388563,323.71166413581227,285.8551688072805,26.267772268777126,7.725815373169743,10.043559985120666,332.21006104629896,302.85196262825394
08001001099,08,001,001099,284.6519633798402,215.0703723314348,33.43530998429869,13.554855399040008,7.229256212821338,10.843884319232007,290.0739055394562,207.84111611861346,21.687768638464014,9.94022729262934,7.229256212821338,273.8080790606082,240.37276907630948
08001001100,08,001,001100,538.2957746478874,440.06197183098595,65.12394366197184,21.549295774647888,7.329577464788732,14.805633802816901,574.2845070422535,373.1830985915493,65.35492957746479,15.549295774647888,5.512676056338028,554.8450704225352,446.3915492957746
08001001101,08,001,001101,499,356,64,25,4,13,505,349,42,9,9,483,367
08001001102,08,001,001102,428.7042253521127,369.9380281690141,55.87605633802817,14.450704225352112,8.670422535211268,21.1943661971831,454.7154929577465,346.8169014084507,35.64507042253521,14.450704225352112,13.487323943661972,443.1549295774648,378.60845070422533
08001001103,08,001,001103,207,167,30,5,2,3,213,150,17,5,3,208,167
