GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SSCRJAC,G18SSCRANG,G18SSCDEAR,G18SACRHEA,G18SACDARR,G18SACRGRI,G18SACRRAY,G18SACDHAM,G18SACRKIT,G18SACDCOL,G18SACLMON
37025012-05,37,025,012-05,508,236,465,709,526,511,232,453,695,449,72
37025012-06,37,025,012-06,236,141,459,371,481,238,152,442,353,439,61
37025012-08,37,025,012-08,175.49335199440168,135.8327501749475,281.35409377186846,307.49825052484255,300.18614415675296,219.78026592022394,88.48845346396081,281.00979706088174,290.17844646606017,279.9524142757173,31.352694191742476
37025012-09,37,025,012-09,474,274,467,782,475,557,212,434,739,448,61
37025012-10,37,025,012-10,278,166,282,432.00000000000006,299,306,135,271,397,270,58
37025012-11,37,025,012-11,253,166,381,415,401,282,141,373,393,366,57
37025012-12,37,025,012-12,392,243,453,650,467,466,195,433,589,436,93
37025012-13,37,025,012-13,268,156,1359,415,1402,252,186,1352,375,1321,100
3702700PR01,37,027,00PR01,650.0943234692171,330.07958542715187,467.08518588313666,962.1700770054321,476.0887230132323,716.1099457938061,229.06573166761063,441.0819435138823,927.1653608319712,453.08371207893015,59.0091375860804
3702700PR02,37,027,00PR02,340,194,208,522,211,397,137,178,509,191,40
3702700PR07,37,027,00PR07,482.3317178429477,260.6346130411834,242.68829963055543,752.952029014795,235.69982570434914,553.2268658130948,196.73051180971436,211.7325678977379,727.984680045541,225.71183346523753,31.959441991934757
3702700PR08,37,027,00PR08,273.1849710982659,143.88786127167631,163.58150289017343,411.0450867052023,170.60231213872834,290.33063583815033,118.78381502890174,156.37341040462428,397.98265895953756,160.51213872832372,23.12485549132948
3702700PR13,37,027,00PR13,806,442,263,1219,294,913,330,232,1197,253,59
3702700PR14,37,027,00PR14,733.0126422380133,291.00558485230414,408.0034837985434,1000.0181373016952,425.0035735871657,735.0131270965735,280.0049922473973,384.0030168977077,977.0177242740328,388.0033042212989,58.00070035125358
3702700PR16,37,027,00PR16,244,117,406,344,411,238,121,390,331,404,32
3702700PR17,37,027,00PR17,388.0677052127022,212.48951467944877,286.3121629718394,580.6051527860994,302.27381665668065,404.02935889754343,188.54703415218694,263.36728579988016,566.6387058118634,285.3145596165368,29.92810065907729
3702700PR18,37,027,00PR18,1000.9322947872978,506.51048532055125,696.6878370281606,1459.3948472139004,732.7261833433193,1075.9706411024565,404.45296584781306,644.6327142001198,1412.3612941881365,684.6854403834632,84.07189934092271
3702700PR21,37,027,00PR21,776.3870834910986,402.4176544406173,307.33523008957667,1160.0848333888748,310.95963231447297,871.155055367467,292.0973788797938,272.4925248834166,1139.9098843042634,288.98650260364207,42.00532043040197
3702700PR22,37,027,00PR22,826.3826743796257,336.5900477285806,261.89858766261966,1137.7558165368769,283.23265697097384,856.4686320066072,287.1061642815933,231.82887737566486,1130.9625364941774,249.28769181838427,35.88977639581164
3702700PR24,37,027,00PR24,446.9010107343112,245.39653714428698,171.5780666212088,689.3049071817167,178.5608949139324,503.7611839750607,181.55353561081395,152.62467554095898,679.3294381921115,157.61241003576157,30.923953867776003
3702700PR25,37,027,00PR25,426.0459046937116,249.2023492364304,174.76000288472886,659.115409431705,185.8982345183272,469.51830619513964,198.66583612421354,153.5920675893317,660.9954580055634,165.72114715234758,26.274586793326215
3702700PR29,37,027,00PR29,488.9997784600694,242.99988990960503,451.99979522280444,709.9996783367061,469.99978706796037,523.9997626034282,204.99990712538695,415.9998115324926,682.9996905689721,427.99980609592984,61.99997191109264
3702700PR30,37,027,00PR30,362,182,537,535,535,372,161,507,526,519,33
3702700PR31,37,027,00PR31,311.84393063583815,126.7175337186898,225.71560693641618,434.6015414258189,228.68554913294798,332.6335260115607,111.86782273603083,196.01618497109826,425.6917148362235,215.81579961464354,17.81965317919075
3702700PR32,37,027,00PR32,764.6905603267352,277.7940242843608,318.07034279701764,1029.487463042591,325.06946257172547,806.8686931711337,221.64466536040192,291.931965008407,998.4213227067169,304.015211875242,50.10371872000408
3702700PR33,37,027,00PR33,1380.284154847015,749.39403336415,624.4288653599532,2071.7404489102605,680.3493648029435,1536.0977669272197,571.5776007066373,567.4625700669515,2027.8040558907608,621.3929806566101,92.90644936653146
3702700PR34,37,027,00PR34,1179.0311368573498,622.4576393917451,596.8906589427951,1779.8551774076757,624.4243301955105,1243.9319333816075,540.8399710354815,550.6734250543085,1722.8211440984794,579.1904417089066,102.26792179580015
3702700PR35,37,027,00PR35,708.3284149669107,313.2862326712295,196.19419903997937,1016.535085000984,201.2954850659842,735.5668873856857,279.98631839706326,170.02449939483392,993.325505269776,186.1292084506779,39.37583838878987
370290000CH,37,029,0000CH,617,444,452,1075,457,701,361,444,988,448,91
370290000SH,37,029,0000SH,356.2021072796935,248.92241379310346,205.34003831417624,600.095785440613,212.8831417624521,398.9463601532567,192.76819923371647,204.50191570881225,548.1321839080459,210.36877394636014,45.258620689655174
370290000SM,37,029,0000SM,586,367,389,947,403,619,335,374,853,382,107
3703100ABCH,37,031,00ABCH,467.999707049251,144.99990923534486,216.99986416599887,610.9996175365222,221.99986103618318,505.9996832626518,114.99992801423903,204.99987167755654,591.9996294298218,201.99987355544596,35.999977465327
3703100ATSL,37,031,00ATSL,162.76154964888462,65.2995438711094,87.7158051999977,226.11185340443853,94.53814560444197,166.66002987999565,62.37568369777615,87.7158051999977,217.34027288443875,88.69042525777546,14.619300866666284
3703100BCRK,37,031,00BCRK,578,149,243,711,259,562,164,238,699,243,32
3703100BFT1,37,031,00BFT1,285,109,524,380,543,300,96,523,360,524,37
3703100BFT2,37,031,00BFT2,799,268,768,1034,811,777,294,753,987,771,81
3703100BOGU,37,031,00BOGU,910.9420876584978,275.6798423177033,284.66940239328056,1149.6648496654946,315.6334426536023,870.9884873225988,303.6473625528326,275.6798423177033,1122.6961694387626,276.6786823261008,65.9234405542334
3703100CCCP,37,031,00CCCP,1011.7404288459327,312.77947869545267,366.03819424560953,1306.7742795580248,383.77604744945086,1005.0874079907966,324.9592897337362,349.2255466652126,1259.1682115157942,363.1962247839248,66.3205178691342
3703100CISL,37,031,00CISL,41.78078426226376,13.926928087421253,11.141542469937002,50.83328751908757,14.623274491792316,44.56616987974801,9.052503256823814,12.534235278679128,49.44059471034545,11.837888874308065,2.089039213113188
3703100DASW,37,031,00DASW,223.47647531105824,72.53183847815048,81.35327829306068,294.0479938303398,84.29375823136408,227.3971152287961,62.73023868380582,81.35327829306068,282.2860740771262,83.3135982519296,7.841279835475728
3703100EMIS,37,031,00EMIS,1159.2533661479274,338.4564247493343,646.2573395298987,1453.0956388402328,702.7322955830283,1141.4120043905366,349.42197482987217,639.20956523622306,1419.1246069571998,640.3054422047455,83.53435071413827
3703100HAIS,37,031,00HAIS,366.4933692773479,93.09323551162579,124.4509569471208,461.5464623786921,127.39074333169846,361.59372530305177,90.15344912704813,120.53124176768392,447.827459250663,126.41081453683924,10.779216743451409
3703100IBSP,37,031,00IBSP,81.0942396877114,35.25836508161365,61.70213889282388,112.82676826116368,64.34651627394491,87.26445357699379,24.680855557129554,62.583598019864226,109.30093175300232,59.057761511702864,6.170213889282389
3703100MASM,37,031,00MASM,184.31926230528418,64.99373399200897,121.80891170333177,247.27217163857884,125.87939476765864,181.42272755046335,71.8825880394445,113.81310686500063,232.2591008421422,117.74959489210666,16.131187840434002
3703100MCRK,37,031,00MCRK,174.1304347826087,65.54347826086956,40.108695652173914,232.82608695652175,44.02173913043478,178.04347826086956,58.69565217391305,40.108695652173914,228.91304347826087,40.108695652173914,7.826086956521738
3703100MERR,37,031,00MERR,152,48,114,202,115,141,66,108,199,115,3
3703100MHD1,37,031,00MHD1,590.3677171931732,214.25387864344302,435.0569540158193,794.3299279180233,444.41301775169563,579.1404682524998,223.60992047060944,421.9584616557768,772.8109766307842,425.7008840203116,44.90911344376391
3703100MHD2,37,031,00MHD2,591.9574163418413,221.70181929320512,502.54671888084016,794.433210862538,533.7522366323248,575.7110763517012,240.90727311022582,494.2592050124927,755.9608141326576,503.34151014593135,61.98567963288027
3703100MHD3,37,031,00MHD3,1037.6751594157345,317.044392828007,583.3964629373417,1323.2372436829164,615.8348845797964,1025.1487721331473,343.48287840492566,557.782461654174,1276.2285798067364,579.957732278311,80.10522945802882
3703100MHD4,37,031,00MHD4,1011,264,468,1228,509,970,290,458,1207,464,73
3703100NPT1,37,031,00NPT1,910,264,442,1163,456,885,282,440,1110,437,63
3703100NPT2,37,031,00NPT2,766,280,274,1034,288,783,253,265,991,283,46
3703100NRIV,37,031,00NRIV,145.47332506203475,48.79404466501241,236.49193548387095,186.848635235732,242.2363523573201,127.21774193548387,66.14267990074441,230.21277915632754,175.15074441687344,237.84057071960297,13.721464019851117
3703100PELE,37,031,00PELE,448.14370181566443,157.34286006482267,180.88981245476572,598.1252320714938,190.37319613581295,468.4952515812329,139.33512382390887,172.80955033198023,575.6779854620976,180.51041410994682,29.236108751062023
3703100PKNL,37,031,00PKNL,416,144,280,542,301,369,187,275,522,281,39
3703100STEL,37,031,00STEL,389.99949173119904,153.87717373692982,155.36559674974308,536.174786205274,168.09967395333248,421.28261853871606,121.52847747969699,156.1483712093468,522.92653629239,147.27808795491723,35.94388845608358
3703100WIHA,37,031,00WIHA,526.9679897567222,206.20486555697823,271.95134443021766,721.2189500640205,291.87451984635084,540.9142125480154,186.28169014084506,273.943661971831,694.3226632522408,275.9359795134443,38.850192061459666
3703100WILD,37,031,00WILD,956.8695652173914,309.45652173913044,474.8913043478261,1250.1739130434783,495.9782608695652,950.9565217391304,316.30434782608694,454.89130434782606,1211.0869565217392,461.89130434782606,68.17391304347827
370310OTBEG,37,031,0OTBEG,539.3498759305211,219.9106699751861,234.1290322580645,750.7295285359802,249.29528535980148,554.516129032258,206.64019851116626,228.44168734491313,736.5111662531017,220.85856079404468,35.07196029776675
370330000PH,37,033,0000PH,382,246,389,613,402,463,163,387,589,391,33
3703300ANDE,37,033,00ANDE,233.81253912951124,131.20633343188106,167.47109424990043,363.50483213294655,165.01159168004165,260.0665831852241,103.32313428195494,157.85092789330585,349.8446463928164,158.3156622792303,16.573300891937706
3703300LEAS,37,033,00LEAS,102,88,176,176,188,128,61,174,166,177,19
3703300LOCU,37,033,00LOCU,264,179,634,437,636,292,144,632,409,637,28
3703300MILT,37,033,00MILT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3703300PELH,37,033,00PELH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3703300STON,37,033,00STON,409.62730449161285,271.33146742559484,418.7548096117396,671.6527902200601,424.97841162119363,490.6982404316298,199.36644822689823,404.5076705486587,659.1349750402716,399.295837066018,37.24746384221757
3703300YANC,37,033,00YANC,307,207,601,508,599,372,152,587,493,586,36
370330PROVI,37,033,0PROVI,167,104,171,270,172,202,82,158,259,174,11
37035000001,37,035,000001,1003,437,286,1437,286,1048,373,252,1372,266,77
37035000002,37,035,000002,646.4562506851631,379.5961113732278,281.3742106273246,1020.987536179791,286.10696565522005,713.6074222242077,297.133407661341,254.535538790206,974.7194046146908,262.86058940514215,58.49789217065783
37035000003,37,035,000003,548.2313150843471,303.2389548071793,270.54648863145763,833.3598178428125,287.09946032452945,581.9353212344255,240.86171878734712,257.4481622919655,783.5434327757588,259.81580601250914,67.7906416478506
37035000004,37,035,000004,96.3000293222622,72.94384960555536,195.8973754231078,164.2121598276363,195.07203730549472,103.85967736334534,65.27146840417662,188.72994518057598,158.7489241553158,182.88241099921214,18.569060602904305
37035000005,37,035,000005,678.0969631299325,371.95754369572984,427.79832266236156,1032.104886773942,439.76487377594555,744.9098340355209,284.20351826935297,390.9021259935868,982.2446434210607,403.8655438383068,84.7623112889125
37035000006,37,035,000006,563.9370210263457,325.44568921856137,367.0155156517782,885.3880703976607,372.96530974000973,564.1252923069679,297.5901199071611,334.37318793325625,829.0449801295905,345.2558500225493,72.21762639749116
37035000007,37,035,000007,544,291,557,821,567,568,263,518,772,517,87
37035000008,37,035,000008,654.0341462375095,366.0216353397883,415.03561991326575,1011.0552261108705,421.0362953852578,636.0357817540201,338.01916974950007,374.033292895791,952.0524747728828,395.03268172761767,71.00604768360557
37035000009,37,035,000009,728.6104707302773,341.5212772870913,222.6341380691953,1079.5282682115467,217.15351529361038,754.3329110920929,307.62262450229525,192.571236962803,1035.1425053441942,188.0341898479352,66.2457879918085
37035000010,37,035,000010,60,30,157,88,156,58,31,154,83,150,13
37035000011,37,035,000011,173,95,291,265,290,183,86,262,250,261,45
37035000012,37,035,000012,100,47,559,140,563,96,48,546,130,551,21
37035000013,37,035,000013,131.11416747216475,113.38123372522236,328.6306938740037,241.7426272004989,331.38346787089193,168.3298399116156,76.12445599678288,320.38881399893467,221.77484609792484,308.53959690446385,40.995651872604725
37035000014,37,035,000014,369.6481217308607,150.8563956252972,437.58345221112694,515.509272467903,453.56823585354255,349.6671421778412,164.84308131241085,414.60532572515456,473.54921540656204,404.6148359486448,78.924869234427
37035000015,37,035,000015,5,8,287,8,291,4,6,286,9,282,4
37035000016,37,035,000016,397,234,522,618,524,396,218,503,582,478,84
37035000017,37,035,000017,226.55919950584502,159.29719963859918,284.6561608022708,380.8567191987869,289.6246923004757,246.8403226056755,134.17951125573802,271.79421198695167,370.4079184807375,259.88455491984377,39.159604604835984
37035000019,37,035,000019,224.62232424909874,144.93800009852973,219.88344388736886,374.18466008537126,218.29275236360303,241.518087235521,134.7186010934478,197.55319610260915,355.16455226508333,205.51716930267136,32.64490296607148
37035000020,37,035,000020,731.9743646677506,418.50202934325523,390.8262709609798,1140.4618342999156,397.8390139584098,742.998203599904,364.47297556479367,366.77113058927006,1053.381835811937,379.792773863946,94.11528629686394
37035000021,37,035,000021,426.99232815948363,312.99437637919993,208.99624493052008,728.9869021739194,223.99597542792583,489.99119624858776,240.99566999165236,199.99640663207663,687.9876388143437,196.99646053259548,63.99885012226453
37035000022,37,035,000022,750.0007147112651,403.0004466571964,466.0004904869665,1132.0011743197222,482.0004887564508,759.0007044359504,374.00040259522854,425.0004463448261,1087.0010685975467,450.0004481195878,78.00011214391597
37035000023,37,035,000023,977.6905135664297,573.7591426442272,667.9076558218544,1527.175523957639,690.1377073613271,1005.5914067707176,503.49319433644376,631.3663441688884,1434.2663957777902,615.9820764367178,160.7286479162038
37035000024,37,035,000024,928.2981199389691,554.1897221601114,505.75660071614874,1461.070499344703,531.737657472483,1024.7283070993587,435.87404904387,476.097606651977,1388.1085317979187,479.05620726456795,114.60502895537927
37035000025,37,035,000025,336.29214612413955,208.38848961546537,345.20633203985966,539.5125103889849,351.3743373849149,349.78446815648726,186.72831683984805,322.52185088686224,512.1537302883117,317.94416409765364,57.36756865733876
37035000026,37,035,000026,412.2717887264111,233.02931635046284,515.6134428625694,630.9564993182454,531.9683469023332,407.70665224626356,228.4671506097037,486.61980842615566,596.071065314481,492.3686019877799,68.30401501075802
37035000027,37,035,000027,782.3565431391312,516.1520857162875,423.42045987834024,1297.3348807411662,428.57292487681104,852.3321274161386,412.49572852806864,383.80900628288106,1236.7552200901614,382.9726607249185,100.13707997793487
37035000028,37,035,000028,641,326,489,961,495,657,299,457,920,458,69
37035000029,37,035,000029,1221.0400772573637,634.109447931756,684.8636729438275,1819.5028166747143,722.2724931595043,1215.9361017221954,603.7006277160792,632.2839208112023,1730.8860453887012,653.6742314501851,142.6203122485112
37035000030,37,035,000030,700,412,714,1097,731,745,357,657,1045,680,89
37035000031,37,035,000031,1165.385005833169,687.0209781207454,614.4422360943668,1838.4529089830805,627.5360861526984,1194.2452980345429,650.3327443596464,554.9417024499311,1727.8428836039245,560.06683586104,169.9385005833169
37035000032,37,035,000032,554.5167605053612,288.2554661206185,572.9824739340663,843.4016586745801,573.2906706553778,568.6195195682807,274.79241233034315,528.4291031399101,771.5187591802345,539.4005059477388,97.67618704815382
37035000033,37,035,000033,876.522265335577,402.2204027446286,483.08970851756953,1253.383307499383,502.70459556086826,854.9224856551681,382.1778380419708,449.48691495392376,1189.7185315914705,454.09764759524643,97.83571994941398
37035000034,37,035,000034,1259.8970559751667,635.0615175731049,727.561741701257,1858.753806139059,757.8743362374464,1274.9330642168595,584.3739564878656,672.1748830770853,1767.7320169291634,672.0342226671244,166.2519378760728
37035000035,37,035,000035,523.1474309611149,308.2251032061444,533.5962150977409,812.0751638151089,547.346011561113,525.4930361853758,305.7402971272124,494.92602608516006,762.7823900025073,492.0027384860649,104.58127427888294
37035000036,37,035,000036,602,267,503,860,515,523,323,473,793,476,97
37035000037,37,035,000037,456,225,549,675,547,447,235,513,642,497,88
37035000038,37,035,000038,754.8897810218978,335.2861313868613,617.9978102189781,1087.2,624.9416058394161,717.1948905109489,370.0051094890511,566.4153284671532,1016.7700729927008,583.2788321167883,104.15693430656934
37035000039,37,035,000039,686,342,463,1032,467,688,342,411,962,427,100
37035000040,37,035,000040,217.05890688654955,106.5806748579561,213.70880400656173,322.1577366402677,215.16048517637347,213.2116229399559,108.95114102271616,200.41363165270673,303.4881893339417,203.65573075209943,26.87187476235483
37035000041,37,035,000041,1136.53526458953,559.1171599606438,519.2448672042343,1662.941708252378,551.488620725377,1143.7790181106727,533.4725181095417,485.13770422627607,1585.6818521154003,482.3814577474188,138.4786237426914
37037000003,37,037,000003,497.1908241801693,187.0958584179823,288.4338467614782,697.2872470632102,294.44013848432513,565.2311769485766,144.05857909690204,275.43459635686634,668.2731168183186,282.4288690990781,38.026852980278875
37037000006,37,037,000006,243,129,82,380,83,319,59,77,372,79,11
37037000009,37,037,000009,364.48199199644284,183.11960871498445,260.41485104490886,549.6763005780347,265.4802134281903,448.3503779457537,110.46598488216985,249.18141396176077,539.4055135615829,243.30280124499777,31.448199199644286
37037000015,37,037,000015,364.9054852470909,159.04843235737223,992.1422283246063,516.906922818441,1004.2547616769292,392.6572037679502,155.17333861481322,965.2891699249392,490.73722708954114,941.3473893392735,94.97894380787282
37037000018,37,037,000018,596.0985046300813,241.61320749441978,542.9405342606086,839.4863593299865,557.19810618265706,685.9592556867507,168.61994125359715,523.7192579412449,803.9855887895474,530.6202905266388,62.059064478546254
37037000020,37,037,000020,478.68173528172025,171.91836466249393,463.6587490504929,647.4098036456757,476.78494522573635,513.1475399193126,146.84962167888307,456.156243989355,591.4512075263835,449.21104653656926,78.9546069717091
37037000021,37,037,000021,346.6648879402348,147.45464247598719,521.4621131270011,503.8847385272145,526.3447171824973,375.9605122732124,138.66595517609392,505.837780149413,438.4578441835646,501.931696905016,87.88687299893276
37037000024,37,037,000024,265.999264347718,119.99966812679007,43.99987831315636,386.99892970889795,46.999870016326106,308.9991454264844,72.99979811046396,46.999870016326106,371.9989711930492,44.999875547546274,16.999952984628592
37037000030,37,037,000030,429,184,484,608,496,465,153,475,586,462,51
37037000042,37,037,000042,508.9965328221186,183.99874663903697,515.996485139908,683.9953407668548,528.9963965872313,529.9963897754869,184.99873982729258,488.9966690570058,643.9956132366293,497.99660775130656,68.99952998963886
37037000045,37,037,000045,233.34029441971927,139.17596713454296,269.2759328996919,364.5299554946936,279.26634714138993,280.35604245121533,90.14789455665868,264.2656624443684,339.478603218076,267.27114002054094,38.042451215337216
37037000075,37,037,000075,1236.8873934957803,323.71416442760705,1655.6086499551861,1525.627795942803,1693.5789106635175,1173.944003923885,411.63514457595267,1618.6412453641062,1455.6869469906349,1628.6344248246553,135.88435652372664
37037000078,37,037,000078,993,301,2411,1283,2433,991,336,2366,1211,2370,133
37037000085,37,037,000085,473.8202224587681,224.07748020445908,678.1551933941118,705.7947063708733,685.0650716383022,565.6228905601544,154.97869776255538,653.4770568077176,677.1680679306561,666.3096878326427,47.38202224587681
37037ESC114,37,037,ESC114,653.7135348226018,300.86815593517304,1116.5107314936486,961.5786246167323,1133.5032851511169,775.6600963644328,196.9137100306614,1112.5124835742445,916.5983355234341,1102.5168637757336,77.9658344283837
37037MCH110,37,037,MCH110,1123.4824071528653,388.5503497328664,3853.224562880798,1464.8230847780046,3923.941648432197,1057.6615057838205,497.4281829821828,3807.3312463235197,1320.0167388292248,3730.8772678160617,333.9902105040216
37037NWM117,37,037,NWM117,1068,326,2765,1356,2809,1032,369,2737,1266,2716,187
37037PIT113,37,037,PIT113,1410.8418664180672,486.9646797872016,2969.9269841976325,1859.973007891007,3046.4270089775855,1402.3558334679187,520.9272310034645,2944.6028273284082,1718.0748222877803,2895.3736038253073,274.47699894939177
3703900ANNW,37,039,00ANNW,297.91288719319186,226.44410193345539,186.23128181420643,496.086598983378,214.57521481611283,351.2950003887085,163.79354366892542,189.27651171229303,486.8518632422163,195.34374104747423,26.283415902699577
3703900ANSW,37,039,00ANSW,345.8906797477225,256.0665732305536,202.55711282410653,588.4562018220042,223.1948142957253,400.1681850035039,199.83461807988786,204.42046250875964,565.4540995094604,203.73931324456902,37.59425367904695
3703900BELL,37,039,00BELL,246.21556886227546,240.20958083832335,178.2814371257485,476.3532934131737,187.5688622754491,291.90419161676647,191.8443113772455,177.99401197604791,465.2814371257485,182.31736526946108,21.323353293413174
3703900BRAS,37,039,00BRAS,166.78443113772454,139.79041916167665,141.7185628742515,304.6467065868263,149.4311377245509,212.09580838323353,103.1556886227545,134.0059880239521,302.71856287425146,142.68263473053892,8.676646706586826
3703900CSON,37,039,00CSON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3703900GCRK,37,039,00GCRK,111.51226625598484,80.05401038566868,41.52774454281992,189.18321460783773,43.144590985043244,124.09724139623636,65.64559877122691,40.56006374976224,186.1010920495845,39.74907811339972,7.22146599910419
3703900HANG,37,039,00HANG,194.13716814159292,178.20796460176993,59.73451327433629,355.42035398230087,72.67699115044248,244.91150442477877,127.43362831858407,57.743362831858406,352.43362831858406,59.73451327433629,19.911504424778762
3703900HIWA,37,039,00HIWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3703900HOTH,37,039,00HOTH,287.86406979002027,258.38993295145167,134.5985582294634,528.5695206383308,147.37068419284313,371.3741241659647,175.8623498034595,129.68620208970196,513.8324522190464,126.7387884058451,35.36896420628236
3703900MARB,37,039,00MARB,267.0315424077869,208.50734265464348,115.32682682897331,465.0989991070962,128.5859139055409,314.2128422047606,162.23272882912943,112.51864161961267,444.39180981576675,119.11880939290258,32.986150983952605
3703900MURN,37,039,00MURN,422.0869732267842,275.31115415510754,279.8934524620624,669.9747263027023,312.19907198763815,434.9261598660207,259.53852395985933,275.98036364234156,650.4133950895942,278.90745676011335,46.99670475563179
3703900MURS,37,039,00MURS,510.8611792037389,346.046949759072,273.63254941105674,835.7588219834395,299.82301183801434,540.5796285222335,315.3438152515507,276.58660497813685,831.4374603443614,259.6997948866171,45.48812853072831
3703900PCHT,37,039,00PCHT,469.9936392252787,358.995141450798,258.9964948071217,791.9892814179165,299.99593993102894,550.9925430066565,278.99622413585695,256.9965218742481,773.9895250220547,275.9962647365466,38.99947219103377
3703900RGER,37,039,00RGER,359,275,209,634,219,415,231,193,608,217,22
3703900TOPT,37,039,00TOPT,114.86931818181819,78.91022727272727,42.951136363636365,190.78295454545454,48.94431818181818,139.8409090909091,57.934090909090905,41.95227272727273,190.78295454545454,41.95227272727273,7.99090909090909
3703900UNKA,37,039,00UNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37041000001,37,041,000001,264.5353594389246,120.78784336645236,621.9076563413208,360.36703682057276,641.8725891291642,279.50905902980713,105.81414377556985,603.9392168322619,337.4073641145529,615.9181765049678,38.93161893629457
37041000002,37,041,000002,644.2756089422755,279.25258591925257,806.8405071738405,879.6456456456457,843.7417417417417,674.1955288621955,235.37003670337003,800.8565231898565,823.7951284617951,824.7924591257924,70.81047714381047
37041000003,37,041,000003,421,232,148,646,155,482,170,138,631,149,24
37041000004,37,041,000004,136,78,227,209,230,156,58,221,204,229,8
37041000005,37,041,000005,260.25504757723434,121.17004550717311,112.62508768097717,373.408646480018,114.65387016203034,262.2729023439955,115.15630590032167,107.62919397651886,359.4031475347486,111.63194307980488,18.026054799989836
37041000006,37,041,000006,343.9324797403695,169.59202929164906,325.91410780811924,490.42760078606085,348.03400609389206,358.2418750240043,153.3648625033606,323.01932634328074,480.769034771031,341.27858656271206,23.11642662365096
3704300BRAS,37,043,00BRAS,195.08053007135575,141.73598369011214,147.4974515800204,325.8032619775739,155.55045871559633,236.35881753312947,99.36493374108053,140.40468909276248,313.6309887869521,147.4841997961264,16.251783893985728
3704300HAY1,37,043,00HAY1,283.5714654161964,218.35990890933593,182.78996899650292,474.26586550444,202.5510467258546,348.78302192305694,137.3394902189941,171.9213762453595,466.3614344126994,175.87359179122984,32.60577825343025
3704300HAY2,37,043,00HAY2,330.4285345838036,256.64009109066404,244.21003100349708,553.7341344955599,276.4489532741454,342.21697807694306,211.6605097810059,247.0786237546405,529.6385655873006,249.12640820877016,44.39422174656975
3704300HAYC,37,043,00HAYC,94,81,58,161,70,105,60,60,163,59,8
3704300HIAW,37,043,00HIAW,336,265,212,592,221,414,179,202,586,204,26
3704300SHCR,37,043,00SHCR,304.966681806998,265.2172128311042,139.08384798221783,559.2544912832235,154.97952099439274,377.4751962129001,180.78834278029962,131.13786382454592,543.3592912110696,140.07937202577781,24.835998863354366
3704300SWEE,37,043,00SWEE,154.92583070336556,129.2688748590899,111.50605361285795,283.2074566045097,115.45360135337472,175.64863946021404,101.63884212306255,104.59878903298937,270.3794861909932,110.51953546732696,18.74874391498051
3704300TUSQ,37,043,00TUSQ,190.45111342266887,113.60340375638692,115.2493028249408,295.01109387808333,126.30237574835161,204.7441861231455,90.31055782140396,112.23482839128332,287.99914523278227,108.24462919071742,15.072372168287444
3704300WARN,37,043,00WARN,173,149,114,323,117,198,119,106,306,112,22
370450000BR,37,045,0000BR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37045000S-5,37,045,000S-5,494.754471458597,222.15136672037286,665.6678186551895,693.2174024786616,681.4439028605516,465.21022517575307,246.7719402802014,637.86630113006,664.4970067625202,662.5796923694465,51.55625156797922
37045000S-C,37,045,000S-C,1025.6339384372534,516.2558800315707,1707.0262036306235,1489.9011838989738,1743.9977900552485,1034.7333859510654,473.1734806629834,1639.8273086029992,1440.790370955012,1655.8642462509865,141.27277032359905
37045000S-S,37,045,000S-S,922.3174427782162,439.76732438831885,1409.8423046566693,1366.0645619573797,1399.892817679558,957.1406471981057,410.91381215469613,1340.1958958168902,1327.2615627466457,1353.130228887135,95.51507498026835
3704500KM-N,37,045,00KM-N,972.41654895397,475.27137200034366,850.4388709024455,1416.9067753749707,882.196931946845,1009.3150971649886,397.69456863874973,822.6035252383501,1368.2513711630986,840.4664937308199,91.41168183320902
3704500KM-S,37,045,00KM-S,891.139694324909,409.0446711981687,769.0792720106231,1278.1826871254586,784.0804339782055,936.1457623778394,338.03808671520164,749.0781100430406,1227.1792012227113,745.0766898604398,90.00852109560444
3704500LATT,37,045,00LATT,706.4547385992868,360.7711010440353,292.04792172695653,1062.2137791641549,296.0569012139693,796.3217714829369,245.93741124949867,273.04846871771525,1018.2487840712289,269.088541627581,64.93828009762451
3704500S-4A,37,045,00S-4A,738.7626527050611,397.90002493143857,1217.727998005485,1126.6502119172276,1222.7379705809026,800.9870356519572,339.6133133881825,1162.6806282722512,1088.540513587634,1188.6706556968336,72.16205435053602
3704500WACO,37,045,00WACO,719.2941473259334,321.82542885973766,553.4636730575177,1017.8168516649848,574.6654894046418,742.9157416750757,272.1407669021191,523.1104944500505,1004.4510595358224,539.4258324924319,47.65590312815338
370450CASAR,37,045,0CASAR,373.38113450344207,224.0214670340627,83.65922551631687,584.7857754183779,90.44735214353712,430.6308706061155,145.46311058389392,70.06588725871245,582.7814961319312,75.90407841904353,16.53995967620066
