GEOID20,STATEFP,COUNTYFP,DISTRICT,G18DELDNOR,G18DELRRIM,G18DELLMAJ,G18DELGSTR,G18DELICHE,G18DELOWRI,G18MAYDBOW,G18MAYLMOU,G18MAYGWIL,G18MAYICAN,G18MAYOWRI,G18ATGDRAC,G18ATGLHEN,G18ATGOWRI,G18CHADMEN,G18CHALBIS,G18CHAOWRI,G18COUDBON,G18COURCHI,G18COUGSCH,G18COUIREE,G18COUISIL,G18COUILEW,G18COUOWRI,G18HALDGAR,G18HALOWRI,G18USSDBRO,G18USSGORY,G18USSOWRI
1100102-079,11,001,02-079,851.5344171566933,15.05499827049464,8.219993081978554,24.329989622967833,21.366655136630925,4,712.2528536838464,17.38498789346247,63.53995157384988,56.7049463853338,59.49498443445175,853.2044275337254,49.69664475959876,6.036665513663093,835.892770667589,52.08163265306123,14.14666205465237,750.7295053614666,22.201660325147007,116.08163265306123,222.0214458664822,194.92493946731236,41.54998270494639,8.146662054652369,838.2044275337254,19.183327568315462,794.7461086129367,101.33829124870287,9.036665513663094
1100102-080,11,001,02-080,778.5756541485621,33.937913129552705,24.95434788937699,31.941565298402548,14.972608733626194,15.970782649201274,652.805740786102,46.91417403202874,81.85026107715653,66.87765234353033,33.937913129552705,790.553741135463,74.86304366813097,5.9890434934504775,773.5847845706867,81.85026107715653,17.967130480351432,636.8349581369007,51.90504360990414,107.80278288210859,182.66582655023956,299.4521746725239,37.930608791853025,10.979913071325875,756.6158280059103,41.92330445415334,702.714436564856,121.77721770015971,32.939739213977624
1100102-081,11,001,02-081,2476,160,53,114,76,37,2047,103,313,233,151,2634,192,29,2518,232,80,1885,198,300,539,1219,110,42,2506,111,2218,459,77
1100102-082,11,001,02-082,1483,73,46,74,43,20,1274,67,165,136,83,1552,153,3,1465,183,48,1144,98,241,362,788,75,29,1517,54,1329,277,41
1100102-083,11,001,02-083,3744,272,97,164,102,40,3270,203,381,310,191,3931,394,30,3760,420,121,2867,339,506,867,1953,186,53,3849,169,3362,683,131
1100102-084,11,001,02-084,1275.4023700297096,168.34205930886594,44.060987318635014,73.14451342893949,55.074245431381755,28.046403394613595,1121.1226238507534,108.17102965443297,173.33277862994322,114.20682655884917,82.15246829658753,1383.6754871522924,203.3128914608231,24.030493659317504,1310.5097607429582,216.35531742161268,66.1073907132486,837.6426801693212,200.33808187504192,200.35133998778866,296.5024824731015,963.8282937477757,62.084851921579144,29.062313129909686,1268.387786105688,98.14849086276351,1111.0841753237878,296.5435826226164,74.12064882599535
1100102-085,11,001,02-085,1809.5976299702904,257.65794069113406,45.93901268136499,108.85548657106052,55.925754568618245,34.9535966053864,1598.8773761492466,128.82897034556703,250.6672213700568,155.79317344115083,114.84753170341247,2015.3245128477076,235.6871085391769,22.969506340682496,1890.4902392570418,267.64468257838735,80.8926092867514,1237.3573198306788,254.6619181249581,264.64866001221134,378.4975175268985,1377.1717062522243,63.915148078420856,46.93768687009032,1798.612213894312,111.85150913723649,1569.9158246762122,409.4564173773836,90.87935117400465
1100102-086,11,001,02-086,1383,100,35,72,41,24,1231,68,154,99,74,1473,137,8,1422,148,40,993,121,165,267,846,54,22,1349,70,1227,244,51
1100102-087,11,001,02-087,1535.424345851438,127.06208687044729,33.04565211062301,69.05843470159745,52.027391266373805,31.029217350798728,1334.194259213898,75.08582596797126,182.14973892284348,133.12234765646966,88.0620868704473,1644.446258864537,160.13695633186904,4.0109565065495225,1559.4152154293133,187.14973892284348,57.03286951964857,1122.1650418630993,132.09495639009586,208.1972171178914,340.33417344976044,871.5478253274761,67.06939120814698,27.020086928674125,1548.3841719940897,77.07669554584666,1369.285563435144,304.2227822998403,53.060260786022376
1100102-088,11,001,02-088,1342,119,28,75,36,20,1130,69,196,91,73,1429,143,16,1381,153,45,821,135,188,293,1048,43,23,1249,74,1095,287,55
1100102-089,11,001,02-089,1719,267,45,95,51,44,1509,127,216,159,109,1857,255,34,1766,293,78,1009,290,224,366,1381,76,32,1647,112,1386,413,103
1100102-090,11,001,02-090,1002,115,33,63,33,22,881,62,146,92,57,1092,145,7,1050,160,35,671,130,133,229,751,47,23,1009,63,872,228,47
1100102-091,11,001,02-091,2585.228243814122,197.36270368135183,68.51418225709112,134.7239589619795,78.88642124321062,42.722389861194934,2176.8260712130354,130.98418829209416,312.7980687990344,243.21919130959566,164.86433313216656,2757.3260108630056,263.38636089318044,16.00156910078455,2609.9522027761013,317.2002414001207,99.35171997586,1810.4412794206396,261.24912492456247,351.17187688593845,495.0424864212432,1542.4366928183465,107.30754375377188,53.8154496077248,2596.417501508751,107.65769462884731,2266.4554013277007,538.3642727821364,78.74918527459263
1100102-092,11,001,02-092,655.0380502758595,7.051003454321667,9.268372727083829,9.417801990314546,13.454062500556962,2.9898380668741322,562.8781606278353,8.49590393297186,45.94296799938397,47.163724583188085,24.591136219531283,664.5558893757478,22.871864490871506,3.039647821284371,641.2104146172259,40.337282624465765,10.165365907221396,586.4477792812035,18.212982050501108,63.25937447050078,205.8712676942954,101.27966831338391,28.652301606978817,7.1755278403472635,645.620248285545,11.211788350589678,629.0518233320884,48.65885241700179,5.032873199200459
1100102-093,11,001,02-093,714.3995499675904,12.004425395210651,13.005689793842267,12.005689793842267,29.008218591105496,3.001896597947422,604.3439164277993,19.00505759452646,58.02781676989553,70.02844896921134,27.015172783579377,729.4058719607484,34.01390838494776,1.0018965979474224,701.3913313764848,54.02465577331649,13.006321993158075,665.3584570120628,23.011379587684534,85.03919635758007,205.12454326521407,149.06258773226494,23.01770158084261,5.004425395210652,731.3938601737481,11.006954192473883,679.3837449846951,78.02971336784294,4.003160996579037
1100102-094,11,001,02-094,840,4,7,14,17,0,679,26,61,80,26,825,30,5,824,38,7,729,10,89,261,121,25,7,821,11,783,79,5
1100102-095,11,001,02-095,703,5,9,14,17,4,592,19,45,63,29,706,28,2,696,45,5,621,10,70,229,95,34,7,706,4,676,62,3
1100102-096,11,001,02-096,1027,7,11,16,20,4,848,24,84,74,33,1000,47,5,967,68,11,886,19,95,287,103,38,12,992,12,976,67,4
1100102-097,11,001,02-097,528,4,7,11,11,2,423,14,52,44,24,520,24,3,503,36,7,469,12,66,151,81,28,8,528,5,505,51,1
1100102-098,11,001,02-098,877,6,8,13,26,3,745,21,50,91,28,867,37,4,870,49,6,782,15,84,266,126,39,8,860,16,830,74,7
1100102-099,11,001,02-099,647,10,12,13,22,2,524,19,53,81,26,643,38,5,635,43,11,555,14,71,196,100,32,13,648,16,621,62.99999999999999,7
1100102-100,11,001,02-100,967.3555824940089,2.871049461079155,11.482128572803209,17.222702768583215,19.136663136617972,3.267270810649014e-4,796.0855349921941,20.092880957446198,80.37283073810904,88.98380094080608,25.83519769765855,950.1349489969391,36.35936590520119,1.913851459007734,933.8674838679408,56.45322704389058,7.655188017976893,820.9638614148623,10.526346388083068,56.45573195151208,366.4614412422804,100.47083041982526,28.70592043165664,7.654861290895828,950.1328797254257,9.568821658930583,926.2120780319099,69.84877143959343,1.9140692770617773
1100102-101,11,001,02-101,842,5,13,13,26,4,647,27,77,70,70,863,29,1,831,52,8,749,19,84,266,179,33,7,850,13,814,71,7
1100102-102,11,001,02-102,1046,15,10,12,20,2,868,23,67,84,45,1032,40,3,1031,51,8,941,23,95,283,154,32,10,1020,16,1004,64,10
1100102-103,11,001,02-103,1517.8120701345588,11.012472066913018,15.008314711275345,24.01108628170046,51.01801520776325,5.002771570425115,1222.6277607012885,46.01247206691301,117.0748324014781,153.0886902536037,67.04434512680184,1515.7940549267955,63.03325884510138,8.00554314085023,1514.7885117859453,76.04434512680184,11.008314711275345,1332.7316945922303,21.019400992975807,103.08176132754089,432.1732231515697,159.09700496487903,45.03325884510138,15.033258845101381,1486.7815828598825,24.009700496487902,1480.7898975711578,104.04157355637673,8.002771570425116
1100102-104,11,001,02-104,1323,19,10,16,31,6,1075,31,73,147,55,1317,48,4,1299,65,15,1169,33,104,370,154,48,17,1301,17,1272,90,7
1100102-105,11,001,02-105,1006,7,10,21,27,2,845,17,65,99,45,1022,26,3,1003.0000000000001,54,6,870,17,78,341,162,38,12,1023,11,982,71,5
1100102-106,11,001,02-106,1253,17,14,17,30,7,1076,29,87,100,44,1274,38,3,1253,59,18,1128,29,102,411,204,56,24,1244,21,1207,83,13
1100102-107,11,001,02-107,535.1474804272391,8.218988607244285,5.479325738162857,7.305767650883809,11.87187243268619,1.8264419127209524,413.6890932312957,8.218988607244285,49.313931643465715,58.446141207070475,29.223070603535238,523.2756079945528,21.91730295265143,3.6528838254419047,519.6227241691109,29.223070603535238,5.479325738162857,482.1806649583314,12.785093389046667,53.880036425268095,114.15261954505952,63.92546694523333,21.91730295265143,21.91730295265143,515.0566193873085,6.392546694523333,520.5359451254714,27.396628690814286,1.8264419127209524
1100102-108,11,001,02-108,680.0404494382022,15.768539325842697,3.5123595505617975,13.68314606741573,21.110112359550563,11.170786516853932,588.6831460674157,8.768539325842696,52.61123595505618,49.465168539325845,31.73258426966292,696.9303370786516,28.049438202247188,5.341573033707865,660.5887640449438,48.73258426966292,17.512359550561797,596.0876404494381,22.195505617977528,58.03820224719101,244.67415730337078,155.97752808988764,39.04943820224719,15.04943820224719,675.161797752809,14.597752808988764,652.6741573033707,52.561797752808985,9.170786516853932
1100102-109,11,001,02-109,597,9,1,13,18,8,511,5,39,44,38,620,13,6,583,40,16,530,19,57,199,167,36,9,593,16,560,63,12
1100102-110,11,001,02-110,1964,24,7,35,54,5,1643,42,130,173,83,1960,58,9,1903,103,30,1607,50,143,609,441,113,24,1897,31,1824.9999999999998,188,15
1100102-111,11,001,02-111,1059.405727026218,13.004258750514179,8.0042308340627,21.007218866147742,26.009352641521417,4.000545026684479,852.3447791667005,34.009335742360626,68.02698687427272,109.03424537546817,49.0103823827284,1043.4021287461478,51.01700848821633,5.002369572031266,1026.3986677181365,67.02173003181252,18.00321572981501,901.3650554848252,38.00830222320017,91.04146720512296,295.10556125218056,183.0632974104269,49.01165310115754,8.003251632053233,1038.4019010484178,21.004841195188853,1009.390742864627,84.03375855702903,6.002959414328017
1100102-112,11,001,02-112,890,16,8,22,27,3,733,25,60,87,45,904,41,5,887,56,12,788,25,75,249,140,37,15,902,17,860,70,14
1100102-113,11,001,02-113,1136,16,13,31,34,8,959,24,93,89,54,1145,58,3,1105,97,10,973,29,92,359,249,101,7,1105,20,1074,114,5
1100102-114,11,001,02-114,1050.7032293986638,19.556236080178174,13.33379732739421,24.000835189309576,27.556514476614698,6.222438752783964,855.1408685968819,31.112193763919823,98.67010022271715,88.00306236080178,48.89059020044543,1059.5924276169264,47.112750556792875,7.111358574610245,1030.2580734966593,68.44682628062361,16.000556792873052,862.2522271714922,30.22327394209354,96.0033407572383,360.01252783964367,202.67371937639197,32.001113585746104,19.556236080178174,1044.4807906458798,18.667316258351892,977.8118040089087,123.559855233853,14.22271714922049
1100102-115,11,001,02-115,810,6,11,10,20,1,649,29,69,79,21,799,34,3,789,40,10,699,10,88,227,105,27,13,794,10,773,61,1
1100102-116,11,001,02-116,1299,10,18,24,32,6,1021,33,101,165,58,1298,53,5,1305,53,5,1103,21,129,433,145,54,17,1303,15,1266,94,9
1100102-117,11,001,02-117,843,6,8,28,20,1,676,23,65,82,47,860,33,2,845,46,2,760,12,86,228,120,35,16,871,5,849,52,4
1100102-118,11,001,02-118,1019.9999999999999,7,14,25,24,8,837,26,76,107,43,1028,45,5,1024,50,12,899,19,92,348,124,33,18,1029,20,999,75,9
1100102-119,11,001,02-119,1030.059717227715,20.47539992725367,16.696335261761636,26.06597334536961,34.52435450581197,7.778556390107156,832.1107121173454,41.96213186213935,91.54036244174615,114.28727414319707,47.19277734314836,1039.1318099623895,67.01330660542826,6.914263759717607,1021.4415582990986,83.74152916144871,12.039634264587162,878.1802133013061,40.830447879850645,123.34628719005975,334.9439465411221,173.05579755463177,44.099342650025804,13.44425078732807,1040.229873353195,19.37386994199944,995.7752799812334,104.77372197991532,9.813958796302853
1100102-120,11,001,02-120,869,9,14,22,30,5,688,26,77,94,49,868,48,7,851,63,20,749,24,94,302,158,38,24,868,17,848,68,12
1100102-121,11,001,02-121,1358.4755805468967,11.934229614579568,25.620812914273987,25.00852446787396,21.12766230815033,6.003570199215869,1089.834447172845,39.301595778851876,116.61310009501995,114.5517019691468,65.06242982571368,1346.3897289294964,54.95926511521767,7.525590662541146,1331.1082143826245,73.5822641592653,15.506047333544915,1199.98331062507,23.183259998906934,130.97908218985003,410.9421567320812,173.22860637103415,38.08281932116835,17.786177810974564,1341.829467974637,16.64611257225974,1293.025395061456,111.3618394747919,7.6772126653620205
1100102-122,11,001,02-122,604.0204513399153,5.721438645980254,4.904090267983075,12.260225669957686,17.98166431593794,5.721438645980254,487.95698166431595,14.712270803949224,42.502115655853316,58.03173483779972,41.68476727785613,597.4816643159379,24.520451339915372,3.2693935119887167,595.0296191819464,34.32863187588153,8.99083215796897,532.9111424541608,13.077574047954867,50.675599435825106,179.81664315937942,97.26445698166432,18.79901269393512,10.625528913963329,594.2122708039492,9.80818053596615,576.2306064880113,51.49294781382228,4.086741889985896
1100102-123,11,001,02-123,991.1715228683497,23.760961404877733,10.916110706495058,16.86816149716607,25.777145723681993,7.9230015670957,828.5385234613161,15.917378259459952,86.23030379927735,90.25362851099726,40.63916397917753,1009.9533523070005,40.69144714495549,7.922998088861572,977.3075469995373,66.41632013756191,8.923048690971399,872.1637539129629,34.68411477830291,112.00544478576673,316.09477204088876,160.49025229930072,40.63413996237654,22.76491679891901,998.1145838134761,13.881083960515207,957.4714207946157,88.2213749905449,6.94606283356409
1100102-124,11,001,02-124,1139.5165715003482,11.632634220732026,13.6072354550017,25.93546411975008,29.203001063977894,6.371091981901159,957.2511075945049,31.178335071393462,80.92988074380969,95.50971010128507,51.74531963530376,1154.369449606082,39.01280028374053,4.30111665256742,1127.7065933751692,60.89394839179291,15.611233938970559,1005.6766379014701,22.15960707168881,122.70274255707398,368.07322058904356,143.45297839602148,39.6106847237701,19.864583152966794,1127.0549528322842,21.713883339194357,1100.3481733225294,90.21433441284307,9.320133668362207
1100102-125,11,001,02-125,1425.2054794520548,9.315068493150685,20.493150684931507,25.15068493150685,30.73972602739726,5.589041095890411,1172.7671232876712,32.602739726027394,108.05479452054794,122.02739726027397,57.75342465753425,1412.1643835616437,50.3013698630137,4.657534246575342,1418.6849315068494,62.41095890410959,7.4520547945205475,1181.1506849315067,12.10958904109589,128.54794520547944,476.93150684931504,169.53424657534248,53.0958904109589,15.835616438356164,1418.6849315068494,7.4520547945205475,1382.3561643835617,96.87671232876713,3.7260273972602738
1100102-126,11,001,02-126,1481.4108601189173,13.671878106575468,19.488775376227782,27.823208267945457,29.23316306434167,5.405938365542725,1209.1042596424977,35.364124719431295,123.8287289847008,147.8330317675672,53.197374064510484,1474.4579806556085,64.63737956647056,7.335436999431048,1460.9514902183903,74.5187535559543,11.53690002063235,1272.6574392127195,30.86028772750292,148.3124838223617,378.72308009728465,152.32517834478531,49.85792063422594,20.145305515089753,1485.926387525556,15.532883589778859,1420.3184134347862,118.01183171504849,14.259915094752506
1100102-127,11,001,02-127,2351,115,57,127,87,15,2046,104,298,169,81,2475,198,11,2352,257,58,1838,155,372,592,1106,138,24,2366,80,2098,452,28
1100102-128,11,001,02-128,1422.294095403996,70.02625488381695,27.010176311556954,75.0150609411043,49.009769259094675,8.003052893467087,1228.2751674645,60.01607857225999,176.02523725266124,124.02401609527442,41.01139746894379,1478.3115986598739,143.03602414291163,10.001831736080252,1424.2977588761564,163.04151935115237,33.009565732863535,1139.2244894329465,97.03439593306251,196.05027097909135,340.0632966578843,650.1563081455148,66.01445036241087,29.00651283939645,1457.3091563451003,46.01160099517493,1285.270689887415,260.05841202833693,25.00691989185873
1100102-129,11,001,02-129,1442.233694185911,128.74966581699525,49.901708957637624,73.85722446250934,47.906819751609596,14.967985932410988,1349.3910982422794,78.84468143636464,123.76875968912591,117.78689957646436,55.88544074058087,1528.0724197414197,176.65133847533016,8.98472206703817,1460.2003308145647,203.60316508859253,46.902122426253975,1100.9200050093768,168.6694420633659,246.50989409194534,310.41138922713156,766.4922709932182,70.86886795281592,31.93741191683597,1516.0853036375754,56.88873431322521,1327.4501244813937,286.44230411271747,33.93604446342741
1100102-130,11,001,02-130,499,142,21,30,14,13,463,54,66,62,49,565,110,13,543,111,40,342,150,71,117,401,41,21,531,63,460,119,54
1100102-131,11,001,02-131,2204.771756185878,344.63729631864817,63.48581774290887,75.27604103802052,67.11357875678938,36.27761013880507,2035.1739287869646,185.01581170790587,183.2019312009656,245.78080869040434,96.13566686783344,2322.673989136995,354.61363910681956,38.99843089921545,2280.0477972238987,352.7997585998793,71.648280024140007,1719.5587205793604,411.75087507543753,225.82812311406155,477.9575135787568,1027.5633071816535,129.69245624622812,37.1845503922752,2284.582498491249,162.3423053711527,2070.5445986722993,383.63572721786363,124.25081472540737
1100102-132,11,001,02-132,853.915729490609,6.999661450910541,6.99925378942594,11.999314802893458,15.998923339264104,3.2612918768090834e-4,712.9270214654135,16.999375816360978,55.9943564445952,71.99450276831311,23.99920033186536,835.9180210368711,33.99736558367431,2.999808317649135,826.9184330193299,37.99787097531108,6.000268893673631,755.9224259529875,19.99910260171319,78.99163671801912,203.98329664677973,94.99594118887997,25.99880076930838,12.998055101755007,834.917813156665,10.999514584171948,823.9176463141176,54.995860742624416,2.0000896312245438
1100102-133,11,001,02-133,634,11,5,19,11,3,519,18,66,47,23,620,34,4,627,36,11,560,24,66,170,117,25,6,626,8,588,71,6
1100102-134,11,001,02-134,876,12,9,16,22,7,707,24,67,87,35,863,35,2,865,44,10,773,16,64,223,101,29,17,864,9,853,57,4
1100102-135,11,001,02-135,1691,53,38,102,44,14,1394,67,236,130,85,1777,115,14,1640,166,74,1293,74,235,383,847,75,20,1668,66,1489,326,29
1100102-136,11,001,02-136,1409.9961569507554,80.96140789080808,33.127725031580155,87.99479713133971,23.52944663543409,13.126584932298123,1215.0128083959137,54.068231157346325,181.9562009761855,100.95697445381823,60.669758376392224,1496.9068110847961,106.92092855405082,7.077376316633277,1406.363524779368,138.42145316329223,47.0699040259809,963.6276357991846,101.11355725297629,239.57068770342454,318.1424663203807,912.2278568931541,63.56283591917624,17.211662122665953,1410.1881048466828,41.62189141388111,1189.8478850918557,317.35193838535895,22.455518372007564
1100102-137,11,001,02-137,686,40,10,37,9,3,613,23,56,49,30,715,58,3,666,73,29,494,51,96,176,337,33,11,685,21,599,128,9
1100102-138,11,001,02-138,1473.511248736097,117.21754929221436,39.08863119312437,86.2981231041456,44.16114762386248,19.07251643073812,1348.043920626896,72.12891809908999,173.5720740647118,81.30618048533873,51.19337714863499,1594.8013144590495,130.32229524772498,14.04028690596562,1523.4387323053588,155.45927072800808,48.22560667340748,971.3509858442872,141.2658935793731,210.3214105156724,346.66787790697674,989.1996650657229,52.19337714863499,17.080573811931245,1439.3984453993933,70.18531976744185,1283.9794615773508,273.9588283619818,43.06445904954499
1100102-139,11,001,02-139,1400,24,16,23,34,11,1254,36,81,84,40,1411,62,1,1370,81,17,1297,38,139,460,277,73,10,1366,17,1341,118,10
1100102-140,11,001,02-140,732.1151310303119,8.928233305247705,7.936207382442405,14.88038884207951,18.84849253330071,1.9840518456106013,619.0241758305076,19.84051845610601,48.60927021745973,65.47371090514984,21.824570301716616,729.1390532618959,32.73685545257492,4.960129614026503,722.194871802259,44.64116652623853,7.936207382442405,654.7371090514985,16.86444068769011,75.39397013320284,202.37328825228133,134.91552550152088,23.808622147327217,2.976077768415902,728.1470273390906,9.920259228053006,702.3543533461528,67.45776275076044,6.944181459637105
1100102-141,11,001,02-141,1552,99,62,81,36,10,1383,79,187,98,70,1641.0000000000002,148,8,1540,178,71,1130,126,224.00000000000003,269,965,66,31,1580,65,1360,320,36
1100102-142,11,001,02-142,1259.1724349293218,105.19731733585253,38.07774187679949,62.1123627724576,39.073453049450045,6.025849317920149,1134.0532523209004,60.12285088204602,121.18027838027815,130.16460439280723,33.09154419398871,1341.298364809045,133.27591747857727,12.01157908316051,1277.1984006010653,164.3129943159109,24.078561358116918,1028.626680398306,132.26110175703158,178.38859303017406,285.46079496306737,589.1920938237361,72.1019522320848,25.04943661720379,1309.2904127126246,45.08783963803311,1151.0032677146337,232.4397436769516,32.049982103989834
1100102-143,11,001,02-143,972,135,26,49,26,15,908,74,97,84,37,1023,151,14,997,162,24,794,178,162,166,448,50,15,1031,69,916,186,43
