GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDDUC,G16USSRKIR,G16USSLMCM,G16USSGSUM,G16USSOWRI,G16COMDMEN,G16COMRMUN,G16COMLBAL,G16COMGCUR
170970Avo45,17,097,0Avo45,294.54545454545456,190,24.545454545454547,5.454545454545454,9.09090909090909,263.6363636363636,227.27272727272725,16.363636363636363,9.09090909090909,0,212.72727272727272,263.6363636363636,17.272727272727273,15.454545454545455
170970Avo46,17,097,0Avo46,342,195,28,20,8,317,228,22,12,2,281,246,22,23
170970Avo47,17,097,0Avo47,433.32514789425363,256.569454561896,33.8101347609978,6.1478494220900535,19.848984553906803,388.7206501640935,310.29048222805636,30.754782555329502,8.098079200777502,3.9252228978772035,348.98553604552643,334.23803306335657,36.642616902145306,14.954837601811452
170970Avo48,17,097,0Avo48,305.9080461421104,213.65006397226756,36.90319286793712,8.740229889774582,8.740229889774582,286.4853130537224,237.9284803327525,25.249553014904347,12.624776507452173,0.971136654419398,247.63984687694648,272.8893998918508,27.191826323743143,15.538186470710368
170970Avo49,17,097,0Avo49,423.4020874786009,298.30849298039095,39.186245351223526,15.090734914698642,31.071632827393664,360.1442092999837,388.64277950822805,28.162367742092307,15.105061480177374,2,304.90543320867147,436.8242493376253,23.162367742092304,21.085959392872397
170970Avo50,17,097,0Avo50,472.01142420232776,200.13677828810503,34.250064153349875,16.569096073254073,25.38511093802517,422.18994649794047,283.1698556648309,28.34553293763936,18.50736637537482,0.9732133469398394,353.7632257170711,341.7094715328821,30.340897982072647,19.537674464627198
170970Ben51,17,097,0Ben51,215.27146732695982,342.8427736690111,28.902300883954897,4.983581454688469,9.96605458953917,221.25340538594588,333.87103031636167,22.92235780067682,12.956303211137651,0.99663870854905,169.4286358693304,365.7628594140205,25.91271725425908,19.932718754989114
170970Ben52,17,097,0Ben52,207,418,37,9,16,218,420,23,16,0,166,461,19,20
170970Ben53,17,097,0Ben53,256,397,33,7,6,266,383,36,10,1,226,419,30,13
170970Ben54,17,097,0Ben54,292.01140721002537,461.4378209496305,32.888656784746885,8.969633668567331,18.935893300308813,300.9810408785927,457.4513170969339,25.91227504252785,9.966259631741481,1.993251926348296,281.04852161510973,472.40070654454615,20.92914522665711,21.925771189831256
170970Ben55,17,097,0Ben55,171.72853267304018,328.1572263309889,25.097699116045103,12.01641854531153,4.03394541046083,215.7465946140541,283.12896968363833,17.07764219932318,13.043696788862349,1.00336129145095,171.5713641306696,304.2371405859795,28.08728274574092,19.067281245010886
170970Ben56,17,097,0Ben56,182.84103165863513,331.54409908757896,35.92157893725121,6.839423125512204,4.96656568506573,201.173167096462,304.4996830837934,32.06044639910338,13.66235801427371,0.9652831345369591,180.86100067930911,332.51762634049123,29.115132285240406,7.936612154054749
170970Ben57,17,097,0Ben57,279.9249694946985,237.00314083884473,26.12633048617186,8.397749084840955,13.06316524308593,275.2595533364535,248.20013961863265,27.99249694946985,11.19699877978794,0,264.9956377883146,254.7317222401756,27.059413717820853,14.92933170638392
170970Ben58,17,097,0Ben58,335.6715736894552,304.9170357843507,30.712021692081898,9.8964852798731,5.7484719557747255,332.48806790553215,308.9040775961297,22.000350290615284,14.776175639466864,0.9340923397057692,323.8070434371031,311.24861097342915,21.74125768396166,18.55155674947282
170970Ben59,17,097,0Ben59,555.3512036098809,221.23639542566474,28.65045219728785,17.326613733372874,9.628957756909555,535.2393439270629,254.8765334745563,24.062440854582675,12.511116823817682,0.1056508096068764,529.8341054636303,250.648346427784,20.427520674987086,20.104611241772588
