GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSRSHE,G16USSDCRU,G16USSOWRI,G16SSCRBOL,G16SSCOWRI,G16SSCRWIS,G16SSCOWR2,G16SSCRPAR,G16SSCOWR3,G16PSCRCAV,G16PSCOWRI
01007000003,01,007,000003,537.7213777381306,73.31453662404599,9.963296659728417,1.9822222222222223,2.0223649519278424,523.7936366339578,96.1783348201011,0.008028545941123996,534.7560729507385,4.987669739320052,531.7265397958172,5.994837942313411,535.707041332144,4.000572901179503,528.7772921003072,6.98193478045396
01007000004,01,007,000004,321.9539502514361,596.9151232926041,6.288886665143939,0.9949958298582151,5.22029583082542,330.5900010341654,592.3571825019214,3.0340508258815144,373.7427967403702,23.081157431966425,373.39935338622206,19.1993007851473,371.5074883991194,17.13571412097057,376.5315308847173,16.189781627419222
01007000005,01,007,000005,851.1612498014267,235.90845750496422,12.656347418181134,0.007967133104747783,9.72914349253005,838.5740390094464,252.40948218238825,1.955244446196987,853.3572541401268,7.883431063754988,839.7711861452809,11.745359736212595,843.6475676024664,8.822040529308614,845.6024500185766,10.761712739382906
01007000007,01,007,000007,387,56,1,2,1,376,65,0,374,0,367,0,370,0,371,2
01007000009,01,007,000009,914.1708296164139,284.321141837645,15.017395182872436,4,9.013380909901873,915.1534344335415,287.34388938447813,2.0026761819803744,963.1735057983942,12.010704727921498,957.1547725245317,11.016057091882248,964.1601248884924,10.012042818911686,963.1628010704728,11.014719000892061
01007000020,01,007,000020,1484.789151721753,350.3027291141742,35.027557926979895,3.006223012697001,13.01244800158095,1446.733140655106,413.38140803319993,2.0008892841262784,1437.7860421915914,27.019114668247617,1434.7722612519144,24.02044760634356,1438.780260856677,23.017781730151672,1462.7735981423843,20.027116249197174
01007000060,01,007,000060,662.6345042240996,157.43797243219208,5.97865718096932,1.9928857269897733,8.967985771453979,634.7341040462428,188.32770120053357,0.9964428634948866,666.6202756780791,8.967985771453979,658.6487327701201,7.971542907959093,657.6522899066252,9.964428634948867,667.616718541574,12.953757225433526
01009000001,01,009,000001,1622.909650486127,107.32635458032163,23.5779459234152,3.678918662173209,18.017689757566554,1600.649276867849,163.86640472782378,1.7975811584977721,1602.1343618633416,8.298506076184136,1597.5566526219195,10.096087234681908,1596.7416183878483,7.315959151757586,1596.825374733026,10.221721752448406
01009000002,01,009,000002,1156.0828645105576,101.85670312899907,18.445336322629117,10.122567969899553,9.279584087382053,1136.7038173529995,142.8806621398723,2.024396817515992,1155.6048540934712,5.146422763263293,1153.5065163967613,3.152115493945251,1155.4945472307463,3.115832871411833,1151.5315802799257,6.170444456290601
01009000003,01,009,000003,271.12870512212123,27.194437657746114,6.613379842194162,3.6902089618834926,1.9755272676713571,267.262929105758,40.479484880851345,0.025109547406816812,261.6754417340428,1.9413903846949914,259.81616957965804,1.0242763258010712,259.8112290191526,1.006301545759088,261.6623348135527,1.9574434361991038
01009000004,01,009,000004,2531.511191639654,205.58366723835564,34.46614707825477,5.1103746820250855,17.06795096486878,2465.307142518337,280.7028631871048,5.1334715083863465,2463.261663172348,14.148283952893044,2442.033463036418,14.127322177307347,2444.97986603057,14.100586195131335,2445.834596026011,10.308866567944087
01009000005,01,009,000005,503.8983084274481,27.77307490000274,6.378105134771426,0.1282367447595561,4.192756937145784,491.54122405121774,46.525907938160564,1.9726962457337884,468.74139613955344,6.034563130523551,469.585091858627,4.029807698599874,468.6772777671737,5.016155821466769,470.55702432246,5.074393018127862
01009000006,01,009,000006,1027,65,17,4,2,988,110,3,968,5,961,5,964,6,974,8
01009000007,01,009,000007,1355.3854069472686,165.74002421316786,19.105964592005197,11.78821856627701,11.936796287333939,1293.1421874645553,219.4724917762855,1.9799637351674042,1263.0438216196922,16.818169090938405,1259.9457606684202,13.910684828114206,1261.019839415701,15.858992260285568,1253.9541893491898,15.851762272442773
01009000008,01,009,000008,393.0288836846214,50.36299765807963,1.9750195160031225,2.962529274004684,2.962529274004684,372.2911787665886,70.11319281811085,1.9750195160031225,369.3286494925839,4.937548790007806,363.40359094457455,5.925058548009368,366.3661202185792,5.925058548009368,362.41608118657297,4.937548790007806
01009000009,01,009,000009,388.606874753062,44.03437376531015,1.450414855788226,2.094824180165942,1.1185302252074278,364.91939944685896,57.03002765705255,1.0237060450414857,354.7060450414856,6.189648360331884,351.4689845910707,5.189648360331884,355.4452785460292,5.189648360331884,351.39786645594626,5.21335440537337
01009000010,01,009,000010,442.3952095808383,37.54291417165668,9.129740518962075,0.02594810379241517,2.1037924151696608,425.6427145708583,45.21756487025948,1.0518962075848304,400.3832335329341,4.129740518962076,401.40918163672654,1.1297405189620757,401.3832335329341,2.129740518962076,402.3313373253493,1.2075848303393213
01009000011,01,009,000011,1056.912102185757,82.66110011415665,11.947581273704051,3.9718817153198467,5.9977427326604085,1009.9670429289523,118.67949263786363,2.0098929534683068,983.1049451429585,5.0247323836707665,977.1870427296593,2.057797145085073,980.1380099043728,2.057797145085073,989.0068794923853,3.0946797495637375
01009000012,01,009,000012,764.6926882334047,94.79598571418666,4.922678207333873,1.0021701808877381,3.8984648521699303,736.3902425001894,120.1029424918769,1.938210838946863,726.5118213241074,4.845527097367158,727.403775633614,4.812462335952851,726.4787565626931,4.812462335952851,724.6617831822654,7.697735420096941
01009000013,01,009,000013,593.3791480031084,80.61551836252833,14.566809726914748,0.9717330747606785,0.972862549493723,570.0732162584837,110.71921432817672,5.270882087541045e-4,588.5220638939313,6.79866780081008,581.7251279543785,9.711005689101736,581.7245255678542,11.652739977365757,586.577769462939,8.74062798402071
01009000014,01,009,000014,1522.4693379790942,68.97595818815331,12.995470383275261,3.9986062717770037,3.9986062717770037,1467.4885017421602,120.95783972125435,1.9993031358885018,1439.4982578397212,4.998257839721254,1425.5031358885017,5.997909407665506,1432.5006968641117,4.998257839721254,1424.5034843205574,14.994773519163763
01009000015,01,009,000015,357,20,1,0,1,349,25,1,351,1,348,1,353,1,344,2
01009000016,01,009,000016,1013.393125246938,124.96562623468984,18.549585144211775,3.9051758198340574,4.881469774792572,985.080600553141,165.96997234294744,0.9762939549585143,976.2939549585144,7.810351639668115,966.5310154089293,7.810351639668115,965.5547214539707,7.810351639668115,963.6021335440537,8.786645594626629
01009000017,01,009,000017,1514.8983983842863,109.158458861176,20.022727379154723,6.063567476571896,4.1502660575166015,1468.4341191015076,163.614560783569,1.4629803685840346,1425.318859670545,10.366943778245556,1419.7212001247592,4.41762587927672,1426.4258933514839,3.3362549100558647,1426.718915884962,12.88616547903409
01009000018,01,009,000018,1099.0716138399337,67.52840470139095,10.836536566683671,0.9557675424487416,0.9318930540449216,1061.4242610952856,95.55760779424601,4.432657630388319,1063.5514545821136,3.6559487509682267,1057.302759820443,3.5843252857567673,1055.6180323753817,2.6882439643175755,1049.4409610789228,8.984687702795737
01009000019,01,009,000019,944.1634615384615,90.23695054945055,22.796703296703296,1.8997252747252746,8.548763736263735,940.364010989011,115.88324175824177,0.9498626373626373,947.9629120879121,4.749313186813187,939.4141483516484,5.699175824175824,942.2637362637362,3.7994505494505493,945.1133241758241,5.699175824175824
